,Indicator,Group,Subgroup,Time_Period,Value,Risk
3621,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,2020-10-14,36.1,High
3622,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,2020-10-14,35.6,High
3623,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,2020-10-14,41.7,Extreme
3624,Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,2020-10-14,36.0,High
3625,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,2020-10-14,36.0,High
3626,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,2020-10-14,32.0,Moderate
3628,Symptoms of Depressive Disorder,By Age,18 - 29 years,2020-10-28,43.4,Extreme
3629,Symptoms of Depressive Disorder,By Age,30 - 39 years,2020-10-28,33.5,Moderate
3630,Symptoms of Depressive Disorder,By Age,40 - 49 years,2020-10-28,27.4,Mild
3631,Symptoms of Depressive Disorder,By Age,50 - 59 years,2020-10-28,25.5,Mild
3632,Symptoms of Depressive Disorder,By Age,60 - 69 years,2020-10-28,20.5,Mild
3633,Symptoms of Depressive Disorder,By Age,70 - 79 years,2020-10-28,16.4,Mild
3634,Symptoms of Depressive Disorder,By Age,80 years and above,2020-10-28,12.6,Mild
3635,Symptoms of Depressive Disorder,By Sex,Male,2020-10-28,25.4,Mild
3636,Symptoms of Depressive Disorder,By Sex,Female,2020-10-28,29.7,Mild
3637,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Hispanic or Latino,2020-10-28,33.5,Moderate
3638,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2020-10-28,25.4,Mild
3639,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2020-10-28,34.0,Moderate
3640,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2020-10-28,21.8,Mild
3641,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2020-10-28,33.4,Moderate
3642,Symptoms of Depressive Disorder,By Education,Less than a high school diploma,2020-10-28,34.8,Moderate
3643,Symptoms of Depressive Disorder,By Education,High school diploma or GED,2020-10-28,30.6,Moderate
3644,Symptoms of Depressive Disorder,By Education,Some college/Associate's degree,2020-10-28,31.3,Moderate
3645,Symptoms of Depressive Disorder,By Education,Bachelor's degree or higher,2020-10-28,20.2,Mild
3646,Symptoms of Depressive Disorder,By State,Alabama,2020-10-28,33.8,Moderate
3647,Symptoms of Depressive Disorder,By State,Alaska,2020-10-28,27.1,Mild
3648,Symptoms of Depressive Disorder,By State,Arizona,2020-10-28,27.2,Mild
3649,Symptoms of Depressive Disorder,By State,Arkansas,2020-10-28,28.3,Mild
3650,Symptoms of Depressive Disorder,By State,California,2020-10-28,29.7,Mild
3651,Symptoms of Depressive Disorder,By State,Colorado,2020-10-28,29.2,Mild
3652,Symptoms of Depressive Disorder,By State,Connecticut,2020-10-28,26.6,Mild
3653,Symptoms of Depressive Disorder,By State,Delaware,2020-10-28,28.0,Mild
3654,Symptoms of Depressive Disorder,By State,District of Columbia,2020-10-28,31.1,Moderate
3655,Symptoms of Depressive Disorder,By State,Florida,2020-10-28,30.1,Moderate
3656,Symptoms of Depressive Disorder,By State,Georgia,2020-10-28,30.9,Moderate
3657,Symptoms of Depressive Disorder,By State,Hawaii,2020-10-28,30.1,Moderate
3658,Symptoms of Depressive Disorder,By State,Idaho,2020-10-28,28.1,Mild
3659,Symptoms of Depressive Disorder,By State,Illinois,2020-10-28,28.5,Mild
3660,Symptoms of Depressive Disorder,By State,Indiana,2020-10-28,29.4,Mild
3661,Symptoms of Depressive Disorder,By State,Iowa,2020-10-28,29.4,Mild
3662,Symptoms of Depressive Disorder,By State,Kansas,2020-10-28,30.9,Moderate
3663,Symptoms of Depressive Disorder,By State,Kentucky,2020-10-28,27.1,Mild
3664,Symptoms of Depressive Disorder,By State,Louisiana,2020-10-28,30.3,Moderate
3665,Symptoms of Depressive Disorder,By State,Maine,2020-10-28,27.8,Mild
3666,Symptoms of Depressive Disorder,By State,Maryland,2020-10-28,24.7,Mild
3667,Symptoms of Depressive Disorder,By State,Massachusetts,2020-10-28,28.2,Mild
3668,Symptoms of Depressive Disorder,By State,Michigan,2020-10-28,22.2,Mild
3669,Symptoms of Depressive Disorder,By State,Minnesota,2020-10-28,23.8,Mild
3670,Symptoms of Depressive Disorder,By State,Mississippi,2020-10-28,28.8,Mild
3671,Symptoms of Depressive Disorder,By State,Missouri,2020-10-28,27.5,Mild
3672,Symptoms of Depressive Disorder,By State,Montana,2020-10-28,22.9,Mild
3673,Symptoms of Depressive Disorder,By State,Nebraska,2020-10-28,23.8,Mild
3674,Symptoms of Depressive Disorder,By State,Nevada,2020-10-28,34.0,Moderate
3675,Symptoms of Depressive Disorder,By State,New Hampshire,2020-10-28,21.5,Mild
3676,Symptoms of Depressive Disorder,By State,New Jersey,2020-10-28,23.2,Mild
3677,Symptoms of Depressive Disorder,By State,New Mexico,2020-10-28,32.6,Moderate
3678,Symptoms of Depressive Disorder,By State,New York,2020-10-28,22.0,Mild
3679,Symptoms of Depressive Disorder,By State,North Carolina,2020-10-28,27.6,Mild
3680,Symptoms of Depressive Disorder,By State,North Dakota,2020-10-28,17.0,Mild
3681,Symptoms of Depressive Disorder,By State,Ohio,2020-10-28,26.7,Mild
3682,Symptoms of Depressive Disorder,By State,Oklahoma,2020-10-28,27.1,Mild
3683,Symptoms of Depressive Disorder,By State,Oregon,2020-10-28,29.0,Mild
3684,Symptoms of Depressive Disorder,By State,Pennsylvania,2020-10-28,27.8,Mild
3685,Symptoms of Depressive Disorder,By State,Rhode Island,2020-10-28,25.6,Mild
3686,Symptoms of Depressive Disorder,By State,South Carolina,2020-10-28,28.2,Mild
3687,Symptoms of Depressive Disorder,By State,South Dakota,2020-10-28,20.0,Mild
3688,Symptoms of Depressive Disorder,By State,Tennessee,2020-10-28,25.0,Mild
3689,Symptoms of Depressive Disorder,By State,Texas,2020-10-28,31.2,Moderate
3690,Symptoms of Depressive Disorder,By State,Utah,2020-10-28,24.3,Mild
3691,Symptoms of Depressive Disorder,By State,Vermont,2020-10-28,30.0,Mild
3692,Symptoms of Depressive Disorder,By State,Virginia,2020-10-28,24.0,Mild
3693,Symptoms of Depressive Disorder,By State,Washington,2020-10-28,24.4,Mild
3694,Symptoms of Depressive Disorder,By State,West Virginia,2020-10-28,25.7,Mild
3695,Symptoms of Depressive Disorder,By State,Wisconsin,2020-10-28,27.0,Mild
3696,Symptoms of Depressive Disorder,By State,Wyoming,2020-10-28,23.5,Mild
3698,Symptoms of Anxiety Disorder,By Age,18 - 29 years,2020-10-28,51.7,Extreme
3699,Symptoms of Anxiety Disorder,By Age,30 - 39 years,2020-10-28,43.1,Extreme
3700,Symptoms of Anxiety Disorder,By Age,40 - 49 years,2020-10-28,38.9,High
3701,Symptoms of Anxiety Disorder,By Age,50 - 59 years,2020-10-28,34.1,Moderate
3702,Symptoms of Anxiety Disorder,By Age,60 - 69 years,2020-10-28,28.7,Mild
3703,Symptoms of Anxiety Disorder,By Age,70 - 79 years,2020-10-28,21.3,Mild
3704,Symptoms of Anxiety Disorder,By Age,80 years and above,2020-10-28,15.4,Mild
3705,Symptoms of Anxiety Disorder,By Sex,Male,2020-10-28,30.3,Moderate
3706,Symptoms of Anxiety Disorder,By Sex,Female,2020-10-28,41.8,Extreme
3707,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Hispanic or Latino,2020-10-28,41.8,Extreme
3708,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2020-10-28,35.0,Moderate
3709,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2020-10-28,38.3,High
3710,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2020-10-28,27.7,Mild
3711,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2020-10-28,42.5,Extreme
3712,Symptoms of Anxiety Disorder,By Education,Less than a high school diploma,2020-10-28,36.2,High
3713,Symptoms of Anxiety Disorder,By Education,High school diploma or GED,2020-10-28,35.3,High
3714,Symptoms of Anxiety Disorder,By Education,Some college/Associate's degree,2020-10-28,39.3,High
3715,Symptoms of Anxiety Disorder,By Education,Bachelor's degree or higher,2020-10-28,34.5,Moderate
3716,Symptoms of Anxiety Disorder,By State,Alabama,2020-10-28,35.3,High
3717,Symptoms of Anxiety Disorder,By State,Alaska,2020-10-28,32.7,Moderate
3718,Symptoms of Anxiety Disorder,By State,Arizona,2020-10-28,35.5,High
3719,Symptoms of Anxiety Disorder,By State,Arkansas,2020-10-28,38.8,High
3720,Symptoms of Anxiety Disorder,By State,California,2020-10-28,38.2,High
3721,Symptoms of Anxiety Disorder,By State,Colorado,2020-10-28,40.5,Extreme
3722,Symptoms of Anxiety Disorder,By State,Connecticut,2020-10-28,38.2,High
3723,Symptoms of Anxiety Disorder,By State,Delaware,2020-10-28,37.7,High
3724,Symptoms of Anxiety Disorder,By State,District of Columbia,2020-10-28,45.6,Extreme
3725,Symptoms of Anxiety Disorder,By State,Florida,2020-10-28,38.3,High
3726,Symptoms of Anxiety Disorder,By State,Georgia,2020-10-28,39.0,High
3727,Symptoms of Anxiety Disorder,By State,Hawaii,2020-10-28,37.0,High
3728,Symptoms of Anxiety Disorder,By State,Idaho,2020-10-28,35.3,High
3729,Symptoms of Anxiety Disorder,By State,Illinois,2020-10-28,36.2,High
3730,Symptoms of Anxiety Disorder,By State,Indiana,2020-10-28,35.0,Moderate
3731,Symptoms of Anxiety Disorder,By State,Iowa,2020-10-28,41.0,Extreme
3732,Symptoms of Anxiety Disorder,By State,Kansas,2020-10-28,40.4,Extreme
3733,Symptoms of Anxiety Disorder,By State,Kentucky,2020-10-28,37.6,High
3734,Symptoms of Anxiety Disorder,By State,Louisiana,2020-10-28,37.6,High
3735,Symptoms of Anxiety Disorder,By State,Maine,2020-10-28,40.5,Extreme
3736,Symptoms of Anxiety Disorder,By State,Maryland,2020-10-28,35.7,High
3737,Symptoms of Anxiety Disorder,By State,Massachusetts,2020-10-28,37.6,High
3738,Symptoms of Anxiety Disorder,By State,Michigan,2020-10-28,31.1,Moderate
3739,Symptoms of Anxiety Disorder,By State,Minnesota,2020-10-28,33.6,Moderate
3740,Symptoms of Anxiety Disorder,By State,Mississippi,2020-10-28,37.8,High
3741,Symptoms of Anxiety Disorder,By State,Missouri,2020-10-28,35.5,High
3742,Symptoms of Anxiety Disorder,By State,Montana,2020-10-28,36.6,High
3743,Symptoms of Anxiety Disorder,By State,Nebraska,2020-10-28,33.0,Moderate
3744,Symptoms of Anxiety Disorder,By State,Nevada,2020-10-28,39.9,High
3745,Symptoms of Anxiety Disorder,By State,New Hampshire,2020-10-28,36.0,High
3746,Symptoms of Anxiety Disorder,By State,New Jersey,2020-10-28,33.5,Moderate
3747,Symptoms of Anxiety Disorder,By State,New Mexico,2020-10-28,40.1,Extreme
3748,Symptoms of Anxiety Disorder,By State,New York,2020-10-28,33.0,Moderate
3749,Symptoms of Anxiety Disorder,By State,North Carolina,2020-10-28,36.0,High
3750,Symptoms of Anxiety Disorder,By State,North Dakota,2020-10-28,22.3,Mild
3751,Symptoms of Anxiety Disorder,By State,Ohio,2020-10-28,37.1,High
3752,Symptoms of Anxiety Disorder,By State,Oklahoma,2020-10-28,40.0,High
3753,Symptoms of Anxiety Disorder,By State,Oregon,2020-10-28,38.4,High
3754,Symptoms of Anxiety Disorder,By State,Pennsylvania,2020-10-28,36.1,High
3755,Symptoms of Anxiety Disorder,By State,Rhode Island,2020-10-28,38.6,High
3756,Symptoms of Anxiety Disorder,By State,South Carolina,2020-10-28,37.3,High
3757,Symptoms of Anxiety Disorder,By State,South Dakota,2020-10-28,28.6,Mild
3758,Symptoms of Anxiety Disorder,By State,Tennessee,2020-10-28,32.5,Moderate
3759,Symptoms of Anxiety Disorder,By State,Texas,2020-10-28,37.2,High
3760,Symptoms of Anxiety Disorder,By State,Utah,2020-10-28,33.0,Moderate
3761,Symptoms of Anxiety Disorder,By State,Vermont,2020-10-28,37.3,High
3762,Symptoms of Anxiety Disorder,By State,Virginia,2020-10-28,30.5,Moderate
3763,Symptoms of Anxiety Disorder,By State,Washington,2020-10-28,34.7,Moderate
3764,Symptoms of Anxiety Disorder,By State,West Virginia,2020-10-28,35.7,High
3765,Symptoms of Anxiety Disorder,By State,Wisconsin,2020-10-28,36.0,High
3766,Symptoms of Anxiety Disorder,By State,Wyoming,2020-10-28,30.0,Mild
3768,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,18 - 29 years,2020-10-28,58.7,Extreme
3769,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,30 - 39 years,2020-10-28,49.5,Extreme
3770,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,40 - 49 years,2020-10-28,42.6,Extreme
3771,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,50 - 59 years,2020-10-28,38.6,High
3772,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,60 - 69 years,2020-10-28,32.9,Moderate
3773,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,70 - 79 years,2020-10-28,26.6,Mild
3774,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,80 years and above,2020-10-28,18.4,Mild
3775,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,Male,2020-10-28,36.1,High
3776,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,Female,2020-10-28,46.2,Extreme
3777,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic or Latino,2020-10-28,48.0,Extreme
3778,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2020-10-28,39.4,High
3779,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2020-10-28,45.0,Extreme
3780,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2020-10-28,32.9,Moderate
3781,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2020-10-28,48.5,Extreme
3782,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Less than a high school diploma,2020-10-28,43.7,Extreme
3783,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,High school diploma or GED,2020-10-28,42.0,Extreme
3784,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Some college/Associate's degree,2020-10-28,44.6,Extreme
3785,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Bachelor's degree or higher,2020-10-28,37.3,High
3786,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,2020-10-28,44.8,Extreme
3787,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,2020-10-28,38.2,High
3788,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,2020-10-28,40.3,Extreme
3789,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,2020-10-28,41.6,Extreme
3790,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,2020-10-28,43.7,Extreme
3791,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,2020-10-28,43.3,Extreme
3792,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,2020-10-28,41.8,Extreme
3793,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,2020-10-28,41.5,Extreme
3794,Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,2020-10-28,50.1,Extreme
3795,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,2020-10-28,43.6,Extreme
3796,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,2020-10-28,46.4,Extreme
3797,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,2020-10-28,43.4,Extreme
3798,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,2020-10-28,42.2,Extreme
3799,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,2020-10-28,41.8,Extreme
3800,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,2020-10-28,40.9,Extreme
3801,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,2020-10-28,44.3,Extreme
3802,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,2020-10-28,43.6,Extreme
3803,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,2020-10-28,40.8,Extreme
3804,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,2020-10-28,42.3,Extreme
3805,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,2020-10-28,43.8,Extreme
3806,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,2020-10-28,39.7,High
3807,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,2020-10-28,42.8,Extreme
3808,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,2020-10-28,34.8,Moderate
3809,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,2020-10-28,37.1,High
3810,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,2020-10-28,42.7,Extreme
3811,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,2020-10-28,40.3,Extreme
3812,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,2020-10-28,39.4,High
3813,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,2020-10-28,38.1,High
3814,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,2020-10-28,47.3,Extreme
3815,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,2020-10-28,39.2,High
3816,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,2020-10-28,36.9,High
3817,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,2020-10-28,44.2,Extreme
3818,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,2020-10-28,36.5,High
3819,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,2020-10-28,42.3,Extreme
3820,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,2020-10-28,25.5,Mild
3821,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,2020-10-28,42.0,Extreme
3822,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,2020-10-28,43.3,Extreme
3823,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,2020-10-28,44.1,Extreme
3824,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,2020-10-28,41.3,Extreme
3825,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,2020-10-28,42.3,Extreme
3826,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,2020-10-28,41.4,Extreme
3827,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,2020-10-28,32.3,Moderate
3828,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,2020-10-28,36.7,High
3829,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,2020-10-28,44.4,Extreme
3830,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,2020-10-28,36.4,High
3831,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,2020-10-28,43.8,Extreme
3832,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,2020-10-28,36.7,High
3833,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,2020-10-28,38.8,High
3834,Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,2020-10-28,39.3,High
3835,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,2020-10-28,39.2,High
3836,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,2020-10-28,37.0,High
3838,Symptoms of Depressive Disorder,By Age,18 - 29 years,2020-11-11,43.4,Extreme
3839,Symptoms of Depressive Disorder,By Age,30 - 39 years,2020-11-11,32.2,Moderate
3840,Symptoms of Depressive Disorder,By Age,40 - 49 years,2020-11-11,29.9,Mild
3841,Symptoms of Depressive Disorder,By Age,50 - 59 years,2020-11-11,26.7,Mild
3842,Symptoms of Depressive Disorder,By Age,60 - 69 years,2020-11-11,21.5,Mild
3843,Symptoms of Depressive Disorder,By Age,70 - 79 years,2020-11-11,17.2,Mild
3844,Symptoms of Depressive Disorder,By Age,80 years and above,2020-11-11,18.2,Mild
3845,Symptoms of Depressive Disorder,By Sex,Male,2020-11-11,25.7,Mild
3846,Symptoms of Depressive Disorder,By Sex,Female,2020-11-11,31.3,Moderate
3847,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Hispanic or Latino,2020-11-11,32.5,Moderate
3848,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2020-11-11,27.0,Mild
3849,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2020-11-11,31.4,Moderate
3850,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2020-11-11,23.2,Mild
3851,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2020-11-11,38.5,High
3852,Symptoms of Depressive Disorder,By Education,Less than a high school diploma,2020-11-11,37.7,High
3853,Symptoms of Depressive Disorder,By Education,High school diploma or GED,2020-11-11,30.3,Moderate
3854,Symptoms of Depressive Disorder,By Education,Some college/Associate's degree,2020-11-11,32.0,Moderate
3855,Symptoms of Depressive Disorder,By Education,Bachelor's degree or higher,2020-11-11,22.0,Mild
3856,Symptoms of Depressive Disorder,By State,Alabama,2020-11-11,31.5,Moderate
3857,Symptoms of Depressive Disorder,By State,Alaska,2020-11-11,30.0,Mild
3858,Symptoms of Depressive Disorder,By State,Arizona,2020-11-11,28.7,Mild
3859,Symptoms of Depressive Disorder,By State,Arkansas,2020-11-11,32.7,Moderate
3860,Symptoms of Depressive Disorder,By State,California,2020-11-11,30.7,Moderate
3861,Symptoms of Depressive Disorder,By State,Colorado,2020-11-11,26.0,Mild
3862,Symptoms of Depressive Disorder,By State,Connecticut,2020-11-11,25.3,Mild
3863,Symptoms of Depressive Disorder,By State,Delaware,2020-11-11,24.3,Mild
3864,Symptoms of Depressive Disorder,By State,District of Columbia,2020-11-11,27.8,Mild
3865,Symptoms of Depressive Disorder,By State,Florida,2020-11-11,30.5,Moderate
3866,Symptoms of Depressive Disorder,By State,Georgia,2020-11-11,29.2,Mild
3867,Symptoms of Depressive Disorder,By State,Hawaii,2020-11-11,22.6,Mild
3868,Symptoms of Depressive Disorder,By State,Idaho,2020-11-11,27.2,Mild
3869,Symptoms of Depressive Disorder,By State,Illinois,2020-11-11,30.4,Moderate
3870,Symptoms of Depressive Disorder,By State,Indiana,2020-11-11,27.0,Mild
3871,Symptoms of Depressive Disorder,By State,Iowa,2020-11-11,25.5,Mild
3872,Symptoms of Depressive Disorder,By State,Kansas,2020-11-11,26.5,Mild
3873,Symptoms of Depressive Disorder,By State,Kentucky,2020-11-11,26.5,Mild
3874,Symptoms of Depressive Disorder,By State,Louisiana,2020-11-11,35.5,High
3875,Symptoms of Depressive Disorder,By State,Maine,2020-11-11,25.8,Mild
3876,Symptoms of Depressive Disorder,By State,Maryland,2020-11-11,26.7,Mild
3877,Symptoms of Depressive Disorder,By State,Massachusetts,2020-11-11,27.5,Mild
3878,Symptoms of Depressive Disorder,By State,Michigan,2020-11-11,26.8,Mild
3879,Symptoms of Depressive Disorder,By State,Minnesota,2020-11-11,24.5,Mild
3880,Symptoms of Depressive Disorder,By State,Mississippi,2020-11-11,30.1,Moderate
3881,Symptoms of Depressive Disorder,By State,Missouri,2020-11-11,26.6,Mild
3882,Symptoms of Depressive Disorder,By State,Montana,2020-11-11,30.1,Moderate
3883,Symptoms of Depressive Disorder,By State,Nebraska,2020-11-11,26.5,Mild
3884,Symptoms of Depressive Disorder,By State,Nevada,2020-11-11,32.5,Moderate
3885,Symptoms of Depressive Disorder,By State,New Hampshire,2020-11-11,24.2,Mild
3886,Symptoms of Depressive Disorder,By State,New Jersey,2020-11-11,26.2,Mild
3887,Symptoms of Depressive Disorder,By State,New Mexico,2020-11-11,32.6,Moderate
3888,Symptoms of Depressive Disorder,By State,New York,2020-11-11,25.1,Mild
3889,Symptoms of Depressive Disorder,By State,North Carolina,2020-11-11,26.9,Mild
3890,Symptoms of Depressive Disorder,By State,North Dakota,2020-11-11,26.1,Mild
3891,Symptoms of Depressive Disorder,By State,Ohio,2020-11-11,28.7,Mild
3892,Symptoms of Depressive Disorder,By State,Oklahoma,2020-11-11,31.6,Moderate
3893,Symptoms of Depressive Disorder,By State,Oregon,2020-11-11,28.7,Mild
3894,Symptoms of Depressive Disorder,By State,Pennsylvania,2020-11-11,27.9,Mild
3895,Symptoms of Depressive Disorder,By State,Rhode Island,2020-11-11,29.9,Mild
3896,Symptoms of Depressive Disorder,By State,South Carolina,2020-11-11,32.6,Moderate
3897,Symptoms of Depressive Disorder,By State,South Dakota,2020-11-11,27.4,Mild
3898,Symptoms of Depressive Disorder,By State,Tennessee,2020-11-11,29.4,Mild
3899,Symptoms of Depressive Disorder,By State,Texas,2020-11-11,31.4,Moderate
3900,Symptoms of Depressive Disorder,By State,Utah,2020-11-11,28.7,Mild
3901,Symptoms of Depressive Disorder,By State,Vermont,2020-11-11,21.6,Mild
3902,Symptoms of Depressive Disorder,By State,Virginia,2020-11-11,23.3,Mild
3903,Symptoms of Depressive Disorder,By State,Washington,2020-11-11,27.7,Mild
3904,Symptoms of Depressive Disorder,By State,West Virginia,2020-11-11,29.6,Mild
3905,Symptoms of Depressive Disorder,By State,Wisconsin,2020-11-11,26.5,Mild
3906,Symptoms of Depressive Disorder,By State,Wyoming,2020-11-11,26.8,Mild
3908,Symptoms of Anxiety Disorder,By Age,18 - 29 years,2020-11-11,48.7,Extreme
3909,Symptoms of Anxiety Disorder,By Age,30 - 39 years,2020-11-11,43.3,Extreme
3910,Symptoms of Anxiety Disorder,By Age,40 - 49 years,2020-11-11,41.0,Extreme
3911,Symptoms of Anxiety Disorder,By Age,50 - 59 years,2020-11-11,35.3,High
3912,Symptoms of Anxiety Disorder,By Age,60 - 69 years,2020-11-11,30.2,Moderate
3913,Symptoms of Anxiety Disorder,By Age,70 - 79 years,2020-11-11,24.2,Mild
3914,Symptoms of Anxiety Disorder,By Age,80 years and above,2020-11-11,17.9,Mild
3915,Symptoms of Anxiety Disorder,By Sex,Male,2020-11-11,31.1,Moderate
3916,Symptoms of Anxiety Disorder,By Sex,Female,2020-11-11,42.9,Extreme
3917,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Hispanic or Latino,2020-11-11,42.2,Extreme
3918,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2020-11-11,36.2,High
3919,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2020-11-11,37.2,High
3920,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2020-11-11,26.8,Mild
3921,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2020-11-11,47.1,Extreme
3922,Symptoms of Anxiety Disorder,By Education,Less than a high school diploma,2020-11-11,43.1,Extreme
3923,Symptoms of Anxiety Disorder,By Education,High school diploma or GED,2020-11-11,36.7,High
3924,Symptoms of Anxiety Disorder,By Education,Some college/Associate's degree,2020-11-11,40.2,Extreme
