,Indicator,Group,State,Subgroup,Time Period Start Date,Value,year
7648,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,2021-08-04,33.6,2021
7649,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,2021-08-04,29.6,2021
7650,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,2021-08-04,29.3,2021
7651,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,2021-08-04,22.9,2021
7652,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,2021-08-04,27.8,2021
7653,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,2021-08-04,39.7,2021
7654,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,2021-08-04,30.5,2021
7655,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,2021-08-04,30.8,2021
7656,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,2021-08-04,31.4,2021
7657,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,2021-08-04,28.9,2021
7658,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,2021-08-04,21.2,2021
7659,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,2021-08-04,33.2,2021
7660,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,2021-08-04,31.9,2021
7661,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,2021-08-04,33.0,2021
7662,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,2021-08-04,27.8,2021
7663,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,2021-08-04,30.3,2021
7664,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,2021-08-04,31.1,2021
7665,Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,2021-08-04,34.0,2021
7666,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,2021-08-04,27.9,2021
7667,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,2021-08-04,25.4,2021
7668,Symptoms of Depressive Disorder,National Estimate,United States,United States,2021-08-18,22.6,2021
7669,Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,2021-08-18,36.7,2021
7670,Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,2021-08-18,28.1,2021
7671,Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,2021-08-18,22.9,2021
7672,Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,2021-08-18,20.8,2021
7673,Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,2021-08-18,16.0,2021
7674,Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,2021-08-18,10.9,2021
7675,Symptoms of Depressive Disorder,By Age,United States,80 years and above,2021-08-18,9.8,2021
7676,Symptoms of Depressive Disorder,By Sex,United States,Male,2021-08-18,20.7,2021
7677,Symptoms of Depressive Disorder,By Sex,United States,Female,2021-08-18,24.4,2021
7678,Symptoms of Depressive Disorder,By Gender identity,United States,Cis-gender male,2021-08-18,20.0,2021
7679,Symptoms of Depressive Disorder,By Gender identity,United States,Cis-gender female,2021-08-18,23.7,2021
7680,Symptoms of Depressive Disorder,By Gender identity,United States,Transgender,2021-08-18,51.5,2021
7681,Symptoms of Depressive Disorder,By Sexual orientation,United States,Gay or lesbian,2021-08-18,38.2,2021
7682,Symptoms of Depressive Disorder,By Sexual orientation,United States,Straight,2021-08-18,20.1,2021
7683,Symptoms of Depressive Disorder,By Sexual orientation,United States,Bisexual,2021-08-18,47.1,2021
7684,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2021-08-18,25.4,2021
7685,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2021-08-18,21.6,2021
7686,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2021-08-18,24.8,2021
7687,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2021-08-18,16.2,2021
7688,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2021-08-18,29.5,2021
7689,Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,2021-08-18,28.9,2021
7690,Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,2021-08-18,24.9,2021
7691,Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,2021-08-18,25.7,2021
7692,Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,2021-08-18,16.3,2021
7693,Symptoms of Depressive Disorder,By Disability status,United States,With disability,2021-08-18,51.8,2021
7694,Symptoms of Depressive Disorder,By Disability status,United States,Without disability,2021-08-18,18.0,2021
7695,Symptoms of Depressive Disorder,By State,Alabama,Alabama,2021-08-18,28.4,2021
7696,Symptoms of Depressive Disorder,By State,Alaska,Alaska,2021-08-18,25.0,2021
7697,Symptoms of Depressive Disorder,By State,Arizona,Arizona,2021-08-18,25.5,2021
7698,Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,2021-08-18,25.1,2021
7699,Symptoms of Depressive Disorder,By State,California,California,2021-08-18,22.9,2021
7700,Symptoms of Depressive Disorder,By State,Colorado,Colorado,2021-08-18,19.5,2021
7701,Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,2021-08-18,19.2,2021
7702,Symptoms of Depressive Disorder,By State,Delaware,Delaware,2021-08-18,18.9,2021
7703,Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,2021-08-18,21.2,2021
7704,Symptoms of Depressive Disorder,By State,Florida,Florida,2021-08-18,23.9,2021
7705,Symptoms of Depressive Disorder,By State,Georgia,Georgia,2021-08-18,23.5,2021
7706,Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,2021-08-18,22.5,2021
7707,Symptoms of Depressive Disorder,By State,Idaho,Idaho,2021-08-18,17.8,2021
7708,Symptoms of Depressive Disorder,By State,Illinois,Illinois,2021-08-18,20.3,2021
7709,Symptoms of Depressive Disorder,By State,Indiana,Indiana,2021-08-18,21.3,2021
7710,Symptoms of Depressive Disorder,By State,Iowa,Iowa,2021-08-18,20.1,2021
7711,Symptoms of Depressive Disorder,By State,Kansas,Kansas,2021-08-18,19.4,2021
7712,Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,2021-08-18,23.1,2021
7713,Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,2021-08-18,27.6,2021
7714,Symptoms of Depressive Disorder,By State,Maine,Maine,2021-08-18,20.0,2021
7715,Symptoms of Depressive Disorder,By State,Maryland,Maryland,2021-08-18,21.4,2021
7716,Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,2021-08-18,20.9,2021
7717,Symptoms of Depressive Disorder,By State,Michigan,Michigan,2021-08-18,21.1,2021
7718,Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,2021-08-18,20.4,2021
7719,Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,2021-08-18,24.1,2021
7720,Symptoms of Depressive Disorder,By State,Missouri,Missouri,2021-08-18,22.5,2021
7721,Symptoms of Depressive Disorder,By State,Montana,Montana,2021-08-18,17.6,2021
7722,Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,2021-08-18,19.2,2021
7723,Symptoms of Depressive Disorder,By State,Nevada,Nevada,2021-08-18,27.2,2021
7724,Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,2021-08-18,17.2,2021
7725,Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,2021-08-18,17.9,2021
7726,Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,2021-08-18,20.7,2021
7727,Symptoms of Depressive Disorder,By State,New York,New York,2021-08-18,19.1,2021
7728,Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,2021-08-18,26.2,2021
7729,Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,2021-08-18,25.3,2021
7730,Symptoms of Depressive Disorder,By State,Ohio,Ohio,2021-08-18,27.4,2021
7731,Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,2021-08-18,26.2,2021
7732,Symptoms of Depressive Disorder,By State,Oregon,Oregon,2021-08-18,24.2,2021
7733,Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,2021-08-18,25.1,2021
7734,Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,2021-08-18,19.5,2021
7735,Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,2021-08-18,26.2,2021
7736,Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,2021-08-18,18.3,2021
7737,Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,2021-08-18,28.3,2021
7738,Symptoms of Depressive Disorder,By State,Texas,Texas,2021-08-18,22.5,2021
7739,Symptoms of Depressive Disorder,By State,Utah,Utah,2021-08-18,24.2,2021
7740,Symptoms of Depressive Disorder,By State,Vermont,Vermont,2021-08-18,16.8,2021
7741,Symptoms of Depressive Disorder,By State,Virginia,Virginia,2021-08-18,16.8,2021
7742,Symptoms of Depressive Disorder,By State,Washington,Washington,2021-08-18,23.7,2021
7743,Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,2021-08-18,24.4,2021
7744,Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,2021-08-18,15.6,2021
7745,Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,2021-08-18,23.6,2021
7746,Symptoms of Anxiety Disorder,National Estimate,United States,United States,2021-08-18,27.8,2021
7747,Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,2021-08-18,39.9,2021
7748,Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,2021-08-18,36.2,2021
7749,Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,2021-08-18,31.3,2021
7750,Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,2021-08-18,27.1,2021
7751,Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,2021-08-18,18.4,2021
7752,Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,2021-08-18,13.5,2021
7753,Symptoms of Anxiety Disorder,By Age,United States,80 years and above,2021-08-18,11.1,2021
7754,Symptoms of Anxiety Disorder,By Sex,United States,Male,2021-08-18,23.4,2021
7755,Symptoms of Anxiety Disorder,By Sex,United States,Female,2021-08-18,32.0,2021
7756,Symptoms of Anxiety Disorder,By Gender identity,United States,Cis-gender male,2021-08-18,22.9,2021
7757,Symptoms of Anxiety Disorder,By Gender identity,United States,Cis-gender female,2021-08-18,31.4,2021
7758,Symptoms of Anxiety Disorder,By Gender identity,United States,Transgender,2021-08-18,47.9,2021
7759,Symptoms of Anxiety Disorder,By Sexual orientation,United States,Gay or lesbian,2021-08-18,43.0,2021
7760,Symptoms of Anxiety Disorder,By Sexual orientation,United States,Straight,2021-08-18,25.3,2021
7761,Symptoms of Anxiety Disorder,By Sexual orientation,United States,Bisexual,2021-08-18,51.3,2021
7762,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2021-08-18,29.8,2021
7763,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2021-08-18,27.5,2021
7764,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2021-08-18,28.5,2021
7765,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2021-08-18,18.5,2021
7766,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2021-08-18,35.1,2021
7767,Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,2021-08-18,31.0,2021
7768,Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,2021-08-18,27.7,2021
7769,Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,2021-08-18,31.1,2021
7770,Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,2021-08-18,24.2,2021
7771,Symptoms of Anxiety Disorder,By Disability status,United States,With disability,2021-08-18,56.0,2021
7772,Symptoms of Anxiety Disorder,By Disability status,United States,Without disability,2021-08-18,23.4,2021
7773,Symptoms of Anxiety Disorder,By State,Alabama,Alabama,2021-08-18,34.5,2021
7774,Symptoms of Anxiety Disorder,By State,Alaska,Alaska,2021-08-18,27.9,2021
7775,Symptoms of Anxiety Disorder,By State,Arizona,Arizona,2021-08-18,30.4,2021
7776,Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,2021-08-18,32.2,2021
7777,Symptoms of Anxiety Disorder,By State,California,California,2021-08-18,26.2,2021
7778,Symptoms of Anxiety Disorder,By State,Colorado,Colorado,2021-08-18,27.9,2021
7779,Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,2021-08-18,24.0,2021
7780,Symptoms of Anxiety Disorder,By State,Delaware,Delaware,2021-08-18,30.0,2021
7781,Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,2021-08-18,30.0,2021
7782,Symptoms of Anxiety Disorder,By State,Florida,Florida,2021-08-18,27.5,2021
7783,Symptoms of Anxiety Disorder,By State,Georgia,Georgia,2021-08-18,30.3,2021
7784,Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,2021-08-18,26.5,2021
7785,Symptoms of Anxiety Disorder,By State,Idaho,Idaho,2021-08-18,25.7,2021
7786,Symptoms of Anxiety Disorder,By State,Illinois,Illinois,2021-08-18,24.8,2021
7787,Symptoms of Anxiety Disorder,By State,Indiana,Indiana,2021-08-18,27.2,2021
7788,Symptoms of Anxiety Disorder,By State,Iowa,Iowa,2021-08-18,24.2,2021
7789,Symptoms of Anxiety Disorder,By State,Kansas,Kansas,2021-08-18,25.8,2021
7790,Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,2021-08-18,31.5,2021
7791,Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,2021-08-18,36.2,2021
7792,Symptoms of Anxiety Disorder,By State,Maine,Maine,2021-08-18,28.8,2021
7793,Symptoms of Anxiety Disorder,By State,Maryland,Maryland,2021-08-18,28.0,2021
7794,Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,2021-08-18,28.2,2021
7795,Symptoms of Anxiety Disorder,By State,Michigan,Michigan,2021-08-18,27.2,2021
7796,Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,2021-08-18,24.8,2021
7797,Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,2021-08-18,27.1,2021
7798,Symptoms of Anxiety Disorder,By State,Missouri,Missouri,2021-08-18,27.1,2021
7799,Symptoms of Anxiety Disorder,By State,Montana,Montana,2021-08-18,23.9,2021
7800,Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,2021-08-18,24.8,2021
7801,Symptoms of Anxiety Disorder,By State,Nevada,Nevada,2021-08-18,32.3,2021
7802,Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,2021-08-18,21.6,2021
7803,Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,2021-08-18,27.1,2021
7804,Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,2021-08-18,27.1,2021
7805,Symptoms of Anxiety Disorder,By State,New York,New York,2021-08-18,23.6,2021
7806,Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,2021-08-18,30.1,2021
7807,Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,2021-08-18,25.5,2021
7808,Symptoms of Anxiety Disorder,By State,Ohio,Ohio,2021-08-18,27.9,2021
7809,Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,2021-08-18,31.8,2021
7810,Symptoms of Anxiety Disorder,By State,Oregon,Oregon,2021-08-18,31.8,2021
7811,Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,2021-08-18,31.4,2021
7812,Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,2021-08-18,25.6,2021
7813,Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,2021-08-18,25.4,2021
7814,Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,2021-08-18,25.2,2021
7815,Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,2021-08-18,35.2,2021
7816,Symptoms of Anxiety Disorder,By State,Texas,Texas,2021-08-18,28.3,2021
7817,Symptoms of Anxiety Disorder,By State,Utah,Utah,2021-08-18,29.7,2021
7818,Symptoms of Anxiety Disorder,By State,Vermont,Vermont,2021-08-18,25.8,2021
7819,Symptoms of Anxiety Disorder,By State,Virginia,Virginia,2021-08-18,24.8,2021
7820,Symptoms of Anxiety Disorder,By State,Washington,Washington,2021-08-18,29.4,2021
7821,Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,2021-08-18,29.6,2021
7822,Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,2021-08-18,22.5,2021
7823,Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,2021-08-18,28.0,2021
7824,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2021-08-18,32.1,2021
7825,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,2021-08-18,46.7,2021
7826,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,2021-08-18,40.7,2021
7827,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,2021-08-18,35.3,2021
7828,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,2021-08-18,30.6,2021
7829,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,2021-08-18,22.5,2021
7830,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,2021-08-18,16.8,2021
7831,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,2021-08-18,13.5,2021
7832,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,2021-08-18,28.0,2021
7833,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,2021-08-18,36.0,2021
7834,Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,United States,Cis-gender male,2021-08-18,27.4,2021
7835,Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,United States,Cis-gender female,2021-08-18,35.4,2021
7836,Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,United States,Transgender,2021-08-18,61.9,2021
7837,Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,United States,Gay or lesbian,2021-08-18,49.6,2021
7838,Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,United States,Straight,2021-08-18,29.3,2021
7839,Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,United States,Bisexual,2021-08-18,59.7,2021
7840,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2021-08-18,35.2,2021
7841,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2021-08-18,31.3,2021
7842,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2021-08-18,33.4,2021
7843,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2021-08-18,24.2,2021
7844,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2021-08-18,39.9,2021
7845,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,2021-08-18,36.3,2021
7846,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,2021-08-18,32.7,2021
7847,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,2021-08-18,35.9,2021
7848,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,2021-08-18,27.1,2021
7849,Symptoms of Anxiety Disorder or Depressive Disorder,By Disability status,United States,With disability,2021-08-18,62.9,2021
7850,Symptoms of Anxiety Disorder or Depressive Disorder,By Disability status,United States,Without disability,2021-08-18,27.3,2021
7851,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,2021-08-18,38.5,2021
7852,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,2021-08-18,33.5,2021
7853,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,2021-08-18,35.8,2021
7854,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,2021-08-18,36.2,2021
7855,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,2021-08-18,31.5,2021
7856,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,2021-08-18,29.7,2021
7857,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,2021-08-18,27.9,2021
7858,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,2021-08-18,32.4,2021
7859,Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,2021-08-18,33.0,2021
7860,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,2021-08-18,31.4,2021
7861,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,2021-08-18,34.5,2021
7862,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,2021-08-18,31.8,2021
7863,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,2021-08-18,27.9,2021
7864,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,2021-08-18,28.6,2021
7865,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,2021-08-18,31.3,2021
7866,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,2021-08-18,28.5,2021
7867,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,2021-08-18,29.4,2021
7868,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,2021-08-18,33.8,2021
7869,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,2021-08-18,39.3,2021
7870,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,2021-08-18,31.0,2021
7871,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,2021-08-18,31.4,2021
7872,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,2021-08-18,32.0,2021
7873,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,2021-08-18,30.3,2021
7874,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,2021-08-18,30.4,2021
7875,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,2021-08-18,33.3,2021
7876,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,2021-08-18,30.6,2021
7877,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,2021-08-18,26.3,2021
7878,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,2021-08-18,27.9,2021
7879,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,2021-08-18,36.4,2021
7880,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,2021-08-18,23.9,2021
7881,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,2021-08-18,30.6,2021
7882,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,2021-08-18,30.3,2021
7883,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,2021-08-18,28.6,2021
7884,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,2021-08-18,34.0,2021
7885,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,2021-08-18,29.8,2021
7886,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,2021-08-18,34.5,2021
7887,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,2021-08-18,38.1,2021
7888,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,2021-08-18,35.3,2021
7889,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,2021-08-18,35.5,2021
7890,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,2021-08-18,29.3,2021
7891,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,2021-08-18,32.7,2021
7892,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,2021-08-18,31.1,2021
7893,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,2021-08-18,41.7,2021
7894,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,2021-08-18,32.6,2021
7895,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,2021-08-18,33.7,2021
7896,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,2021-08-18,29.3,2021
7897,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,2021-08-18,28.0,2021
7898,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,2021-08-18,33.7,2021
7899,Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,2021-08-18,34.2,2021
7900,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,2021-08-18,25.1,2021
7901,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,2021-08-18,31.7,2021
7902,Symptoms of Depressive Disorder,National Estimate,United States,United States,2021-09-01,22.4,2021
7903,Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,2021-09-01,38.1,2021
7904,Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,2021-09-01,26.5,2021
7905,Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,2021-09-01,24.8,2021
7906,Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,2021-09-01,19.8,2021
7907,Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,2021-09-01,15.2,2021
7908,Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,2021-09-01,10.1,2021
7909,Symptoms of Depressive Disorder,By Age,United States,80 years and above,2021-09-01,12.5,2021
7910,Symptoms of Depressive Disorder,By Sex,United States,Male,2021-09-01,21.2,2021
7911,Symptoms of Depressive Disorder,By Sex,United States,Female,2021-09-01,23.6,2021
7912,Symptoms of Depressive Disorder,By Gender identity,United States,Cis-gender male,2021-09-01,20.6,2021
7913,Symptoms of Depressive Disorder,By Gender identity,United States,Cis-gender female,2021-09-01,22.9,2021
7914,Symptoms of Depressive Disorder,By Gender identity,United States,Transgender,2021-09-01,55.3,2021
7915,Symptoms of Depressive Disorder,By Sexual orientation,United States,Gay or lesbian,2021-09-01,40.1,2021
7916,Symptoms of Depressive Disorder,By Sexual orientation,United States,Straight,2021-09-01,19.9,2021
7917,Symptoms of Depressive Disorder,By Sexual orientation,United States,Bisexual,2021-09-01,49.0,2021
7918,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2021-09-01,27.9,2021
