Mental_indicator,Group_name,Subgroup,Time_Period,Percentage,Risk,year
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,2021-07-21,32.0,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,2021-07-21,35.0,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,2021-07-21,33.4,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,2021-07-21,27.9,Moderate,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,2021-07-21,26.7,Moderate,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,2021-07-21,32.5,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,2021-07-21,35.1,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,2021-07-21,30.9,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,2021-07-21,36.3,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,2021-07-21,28.0,Moderate,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,2021-07-21,26.9,Moderate,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,2021-07-21,29.6,Moderate,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,2021-07-21,31.8,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,2021-07-21,26.9,Moderate,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,2021-07-21,28.3,Moderate,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,2021-07-21,33.7,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,2021-07-21,40.9,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,2021-07-21,34.5,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,2021-07-21,27.4,Moderate,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,2021-07-21,27.9,Moderate,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,2021-07-21,28.8,Moderate,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,2021-07-21,27.0,Moderate,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,2021-07-21,34.8,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,2021-07-21,31.1,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,2021-07-21,24.2,Mild,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,2021-07-21,25.1,Moderate,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,2021-07-21,37.0,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,2021-07-21,25.9,Moderate,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,2021-07-21,25.8,Moderate,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,2021-07-21,33.6,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,2021-07-21,24.9,Moderate,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,2021-07-21,26.3,Moderate,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,2021-07-21,23.5,Mild,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,2021-07-21,32.3,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,2021-07-21,38.9,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,2021-07-21,31.5,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,2021-07-21,30.5,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,2021-07-21,30.8,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,2021-07-21,30.9,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,2021-07-21,23.6,Mild,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,2021-07-21,27.6,Moderate,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,2021-07-21,38.1,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,2021-07-21,32.2,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,2021-07-21,25.8,Moderate,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,2021-07-21,30.3,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,2021-07-21,34.7,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,2021-07-21,35.4,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,2021-07-21,27.0,Moderate,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,2021-07-21,32.3,High,2021
Symptoms of Depressive Disorder,By State,Alabama,2021-08-04,21.1,Mild,2021
Symptoms of Depressive Disorder,By State,Alaska,2021-08-04,20.2,Mild,2021
Symptoms of Depressive Disorder,By State,Arizona,2021-08-04,24.9,Moderate,2021
Symptoms of Depressive Disorder,By State,Arkansas,2021-08-04,24.9,Moderate,2021
Symptoms of Depressive Disorder,By State,California,2021-08-04,21.3,Mild,2021
Symptoms of Depressive Disorder,By State,Colorado,2021-08-04,21.1,Mild,2021
Symptoms of Depressive Disorder,By State,Connecticut,2021-08-04,16.0,Mild,2021
Symptoms of Depressive Disorder,By State,Delaware,2021-08-04,19.0,Mild,2021
Symptoms of Depressive Disorder,By State,District of Columbia,2021-08-04,23.2,Mild,2021
Symptoms of Depressive Disorder,By State,Florida,2021-08-04,21.7,Mild,2021
Symptoms of Depressive Disorder,By State,Georgia,2021-08-04,24.9,Moderate,2021
Symptoms of Depressive Disorder,By State,Hawaii,2021-08-04,23.6,Mild,2021
Symptoms of Depressive Disorder,By State,Idaho,2021-08-04,21.4,Mild,2021
Symptoms of Depressive Disorder,By State,Illinois,2021-08-04,20.0,Mild,2021
Symptoms of Depressive Disorder,By State,Indiana,2021-08-04,18.5,Mild,2021
Symptoms of Depressive Disorder,By State,Iowa,2021-08-04,17.4,Mild,2021
Symptoms of Depressive Disorder,By State,Kansas,2021-08-04,18.5,Mild,2021
Symptoms of Depressive Disorder,By State,Kentucky,2021-08-04,23.9,Mild,2021
Symptoms of Depressive Disorder,By State,Louisiana,2021-08-04,30.4,High,2021
Symptoms of Depressive Disorder,By State,Maine,2021-08-04,19.0,Mild,2021
Symptoms of Depressive Disorder,By State,Maryland,2021-08-04,20.2,Mild,2021
Symptoms of Depressive Disorder,By State,Massachusetts,2021-08-04,20.8,Mild,2021
Symptoms of Depressive Disorder,By State,Michigan,2021-08-04,20.9,Mild,2021
Symptoms of Depressive Disorder,By State,Minnesota,2021-08-04,17.7,Mild,2021
Symptoms of Depressive Disorder,By State,Mississippi,2021-08-04,20.9,Mild,2021
Symptoms of Depressive Disorder,By State,Missouri,2021-08-04,25.0,Moderate,2021
Symptoms of Depressive Disorder,By State,Montana,2021-08-04,23.0,Mild,2021
Symptoms of Depressive Disorder,By State,Nebraska,2021-08-04,21.2,Mild,2021
Symptoms of Depressive Disorder,By State,Nevada,2021-08-04,25.2,Moderate,2021
Symptoms of Depressive Disorder,By State,New Hampshire,2021-08-04,20.8,Mild,2021
Symptoms of Depressive Disorder,By State,New Jersey,2021-08-04,17.8,Mild,2021
Symptoms of Depressive Disorder,By State,New Mexico,2021-08-04,23.8,Mild,2021
Symptoms of Depressive Disorder,By State,New York,2021-08-04,17.7,Mild,2021
Symptoms of Depressive Disorder,By State,North Carolina,2021-08-04,18.4,Mild,2021
Symptoms of Depressive Disorder,By State,North Dakota,2021-08-04,13.1,Mild,2021
Symptoms of Depressive Disorder,By State,Ohio,2021-08-04,21.0,Mild,2021
Symptoms of Depressive Disorder,By State,Oklahoma,2021-08-04,31.2,High,2021
Symptoms of Depressive Disorder,By State,Oregon,2021-08-04,20.3,Mild,2021
Symptoms of Depressive Disorder,By State,Pennsylvania,2021-08-04,23.9,Mild,2021
Symptoms of Depressive Disorder,By State,Rhode Island,2021-08-04,21.5,Mild,2021
Symptoms of Depressive Disorder,By State,South Carolina,2021-08-04,21.5,Mild,2021
Symptoms of Depressive Disorder,By State,South Dakota,2021-08-04,14.4,Mild,2021
Symptoms of Depressive Disorder,By State,Tennessee,2021-08-04,22.9,Mild,2021
Symptoms of Depressive Disorder,By State,Texas,2021-08-04,22.6,Mild,2021
Symptoms of Depressive Disorder,By State,Utah,2021-08-04,21.4,Mild,2021
Symptoms of Depressive Disorder,By State,Vermont,2021-08-04,17.8,Mild,2021
Symptoms of Depressive Disorder,By State,Virginia,2021-08-04,20.1,Mild,2021
Symptoms of Depressive Disorder,By State,Washington,2021-08-04,21.4,Mild,2021
Symptoms of Depressive Disorder,By State,West Virginia,2021-08-04,23.1,Mild,2021
Symptoms of Depressive Disorder,By State,Wisconsin,2021-08-04,18.8,Mild,2021
Symptoms of Depressive Disorder,By State,Wyoming,2021-08-04,18.8,Mild,2021
Symptoms of Anxiety Disorder,By State,Alabama,2021-08-04,26.3,Moderate,2021
Symptoms of Anxiety Disorder,By State,Alaska,2021-08-04,23.8,Mild,2021
Symptoms of Anxiety Disorder,By State,Arizona,2021-08-04,27.5,Moderate,2021
Symptoms of Anxiety Disorder,By State,Arkansas,2021-08-04,28.1,Moderate,2021
Symptoms of Anxiety Disorder,By State,California,2021-08-04,27.8,Moderate,2021
Symptoms of Anxiety Disorder,By State,Colorado,2021-08-04,26.5,Moderate,2021
Symptoms of Anxiety Disorder,By State,Connecticut,2021-08-04,22.5,Mild,2021
Symptoms of Anxiety Disorder,By State,Delaware,2021-08-04,29.2,Moderate,2021
Symptoms of Anxiety Disorder,By State,District of Columbia,2021-08-04,24.4,Mild,2021
Symptoms of Anxiety Disorder,By State,Florida,2021-08-04,27.8,Moderate,2021
Symptoms of Anxiety Disorder,By State,Georgia,2021-08-04,29.4,Moderate,2021
Symptoms of Anxiety Disorder,By State,Hawaii,2021-08-04,24.7,Mild,2021
Symptoms of Anxiety Disorder,By State,Idaho,2021-08-04,26.8,Moderate,2021
Symptoms of Anxiety Disorder,By State,Illinois,2021-08-04,23.9,Mild,2021
Symptoms of Anxiety Disorder,By State,Indiana,2021-08-04,22.4,Mild,2021
Symptoms of Anxiety Disorder,By State,Iowa,2021-08-04,23.4,Mild,2021
Symptoms of Anxiety Disorder,By State,Kansas,2021-08-04,23.8,Mild,2021
Symptoms of Anxiety Disorder,By State,Kentucky,2021-08-04,27.9,Moderate,2021
Symptoms of Anxiety Disorder,By State,Louisiana,2021-08-04,34.9,High,2021
Symptoms of Anxiety Disorder,By State,Maine,2021-08-04,22.9,Mild,2021
Symptoms of Anxiety Disorder,By State,Maryland,2021-08-04,25.1,Moderate,2021
Symptoms of Anxiety Disorder,By State,Massachusetts,2021-08-04,24.4,Mild,2021
Symptoms of Anxiety Disorder,By State,Michigan,2021-08-04,26.6,Moderate,2021
Symptoms of Anxiety Disorder,By State,Minnesota,2021-08-04,21.9,Mild,2021
Symptoms of Anxiety Disorder,By State,Mississippi,2021-08-04,29.6,Moderate,2021
Symptoms of Anxiety Disorder,By State,Missouri,2021-08-04,27.9,Moderate,2021
Symptoms of Anxiety Disorder,By State,Montana,2021-08-04,25.9,Moderate,2021
Symptoms of Anxiety Disorder,By State,Nebraska,2021-08-04,24.2,Mild,2021
Symptoms of Anxiety Disorder,By State,Nevada,2021-08-04,29.0,Moderate,2021
Symptoms of Anxiety Disorder,By State,New Hampshire,2021-08-04,23.2,Mild,2021
Symptoms of Anxiety Disorder,By State,New Jersey,2021-08-04,21.3,Mild,2021
Symptoms of Anxiety Disorder,By State,New Mexico,2021-08-04,29.4,Moderate,2021
Symptoms of Anxiety Disorder,By State,New York,2021-08-04,26.8,Moderate,2021
Symptoms of Anxiety Disorder,By State,North Carolina,2021-08-04,26.5,Moderate,2021
Symptoms of Anxiety Disorder,By State,North Dakota,2021-08-04,20.1,Mild,2021
Symptoms of Anxiety Disorder,By State,Ohio,2021-08-04,23.4,Mild,2021
Symptoms of Anxiety Disorder,By State,Oklahoma,2021-08-04,35.1,High,2021
Symptoms of Anxiety Disorder,By State,Oregon,2021-08-04,25.8,Moderate,2021
Symptoms of Anxiety Disorder,By State,Pennsylvania,2021-08-04,25.5,Moderate,2021
Symptoms of Anxiety Disorder,By State,Rhode Island,2021-08-04,25.7,Moderate,2021
Symptoms of Anxiety Disorder,By State,South Carolina,2021-08-04,24.6,Mild,2021
Symptoms of Anxiety Disorder,By State,South Dakota,2021-08-04,19.2,Mild,2021
Symptoms of Anxiety Disorder,By State,Tennessee,2021-08-04,28.9,Moderate,2021
Symptoms of Anxiety Disorder,By State,Texas,2021-08-04,28.4,Moderate,2021
Symptoms of Anxiety Disorder,By State,Utah,2021-08-04,29.2,Moderate,2021
Symptoms of Anxiety Disorder,By State,Vermont,2021-08-04,25.3,Moderate,2021
Symptoms of Anxiety Disorder,By State,Virginia,2021-08-04,25.2,Moderate,2021
Symptoms of Anxiety Disorder,By State,Washington,2021-08-04,27.9,Moderate,2021
Symptoms of Anxiety Disorder,By State,West Virginia,2021-08-04,31.6,High,2021
Symptoms of Anxiety Disorder,By State,Wisconsin,2021-08-04,23.7,Mild,2021
Symptoms of Anxiety Disorder,By State,Wyoming,2021-08-04,22.2,Mild,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,2021-08-04,29.9,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,2021-08-04,28.1,Moderate,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,2021-08-04,34.7,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,2021-08-04,35.1,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,2021-08-04,32.4,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,2021-08-04,30.2,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,2021-08-04,24.9,Moderate,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,2021-08-04,32.1,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,2021-08-04,29.7,Moderate,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,2021-08-04,32.3,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,2021-08-04,34.8,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,2021-08-04,30.5,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,2021-08-04,31.9,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,2021-08-04,28.1,Moderate,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,2021-08-04,28.0,Moderate,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,2021-08-04,27.1,Moderate,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,2021-08-04,28.2,Moderate,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,2021-08-04,34.6,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,2021-08-04,38.4,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,2021-08-04,26.3,Moderate,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,2021-08-04,28.0,Moderate,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,2021-08-04,29.9,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,2021-08-04,30.9,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,2021-08-04,26.4,Moderate,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,2021-08-04,32.5,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,2021-08-04,32.0,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,2021-08-04,32.1,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,2021-08-04,28.4,Moderate,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,2021-08-04,33.1,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,2021-08-04,30.0,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,2021-08-04,25.6,Moderate,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,2021-08-04,33.6,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,2021-08-04,29.6,Moderate,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,2021-08-04,29.3,Moderate,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,2021-08-04,22.9,Mild,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,2021-08-04,27.8,Moderate,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,2021-08-04,39.7,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,2021-08-04,30.5,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,2021-08-04,30.8,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,2021-08-04,31.4,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,2021-08-04,28.9,Moderate,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,2021-08-04,21.2,Mild,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,2021-08-04,33.2,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,2021-08-04,31.9,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,2021-08-04,33.0,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,2021-08-04,27.8,Moderate,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,2021-08-04,30.3,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,2021-08-04,31.1,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,2021-08-04,34.0,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,2021-08-04,27.9,Moderate,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,2021-08-04,25.4,Moderate,2021
Symptoms of Depressive Disorder,By State,Alabama,2021-08-18,28.4,Moderate,2021
Symptoms of Depressive Disorder,By State,Alaska,2021-08-18,25.0,Moderate,2021
Symptoms of Depressive Disorder,By State,Arizona,2021-08-18,25.5,Moderate,2021
Symptoms of Depressive Disorder,By State,Arkansas,2021-08-18,25.1,Moderate,2021
Symptoms of Depressive Disorder,By State,California,2021-08-18,22.9,Mild,2021
Symptoms of Depressive Disorder,By State,Colorado,2021-08-18,19.5,Mild,2021
Symptoms of Depressive Disorder,By State,Connecticut,2021-08-18,19.2,Mild,2021
Symptoms of Depressive Disorder,By State,Delaware,2021-08-18,18.9,Mild,2021
Symptoms of Depressive Disorder,By State,District of Columbia,2021-08-18,21.2,Mild,2021
Symptoms of Depressive Disorder,By State,Florida,2021-08-18,23.9,Mild,2021
Symptoms of Depressive Disorder,By State,Georgia,2021-08-18,23.5,Mild,2021
Symptoms of Depressive Disorder,By State,Hawaii,2021-08-18,22.5,Mild,2021
Symptoms of Depressive Disorder,By State,Idaho,2021-08-18,17.8,Mild,2021
Symptoms of Depressive Disorder,By State,Illinois,2021-08-18,20.3,Mild,2021
Symptoms of Depressive Disorder,By State,Indiana,2021-08-18,21.3,Mild,2021
Symptoms of Depressive Disorder,By State,Iowa,2021-08-18,20.1,Mild,2021
Symptoms of Depressive Disorder,By State,Kansas,2021-08-18,19.4,Mild,2021
Symptoms of Depressive Disorder,By State,Kentucky,2021-08-18,23.1,Mild,2021
Symptoms of Depressive Disorder,By State,Louisiana,2021-08-18,27.6,Moderate,2021
Symptoms of Depressive Disorder,By State,Maine,2021-08-18,20.0,Mild,2021
Symptoms of Depressive Disorder,By State,Maryland,2021-08-18,21.4,Mild,2021
Symptoms of Depressive Disorder,By State,Massachusetts,2021-08-18,20.9,Mild,2021
Symptoms of Depressive Disorder,By State,Michigan,2021-08-18,21.1,Mild,2021
Symptoms of Depressive Disorder,By State,Minnesota,2021-08-18,20.4,Mild,2021
Symptoms of Depressive Disorder,By State,Mississippi,2021-08-18,24.1,Mild,2021
Symptoms of Depressive Disorder,By State,Missouri,2021-08-18,22.5,Mild,2021
Symptoms of Depressive Disorder,By State,Montana,2021-08-18,17.6,Mild,2021
Symptoms of Depressive Disorder,By State,Nebraska,2021-08-18,19.2,Mild,2021
Symptoms of Depressive Disorder,By State,Nevada,2021-08-18,27.2,Moderate,2021
Symptoms of Depressive Disorder,By State,New Hampshire,2021-08-18,17.2,Mild,2021
Symptoms of Depressive Disorder,By State,New Jersey,2021-08-18,17.9,Mild,2021
Symptoms of Depressive Disorder,By State,New Mexico,2021-08-18,20.7,Mild,2021
Symptoms of Depressive Disorder,By State,New York,2021-08-18,19.1,Mild,2021
Symptoms of Depressive Disorder,By State,North Carolina,2021-08-18,26.2,Moderate,2021
Symptoms of Depressive Disorder,By State,North Dakota,2021-08-18,25.3,Moderate,2021
Symptoms of Depressive Disorder,By State,Ohio,2021-08-18,27.4,Moderate,2021
Symptoms of Depressive Disorder,By State,Oklahoma,2021-08-18,26.2,Moderate,2021
Symptoms of Depressive Disorder,By State,Oregon,2021-08-18,24.2,Mild,2021
Symptoms of Depressive Disorder,By State,Pennsylvania,2021-08-18,25.1,Moderate,2021
Symptoms of Depressive Disorder,By State,Rhode Island,2021-08-18,19.5,Mild,2021
Symptoms of Depressive Disorder,By State,South Carolina,2021-08-18,26.2,Moderate,2021
Symptoms of Depressive Disorder,By State,South Dakota,2021-08-18,18.3,Mild,2021
Symptoms of Depressive Disorder,By State,Tennessee,2021-08-18,28.3,Moderate,2021
Symptoms of Depressive Disorder,By State,Texas,2021-08-18,22.5,Mild,2021
Symptoms of Depressive Disorder,By State,Utah,2021-08-18,24.2,Mild,2021
Symptoms of Depressive Disorder,By State,Vermont,2021-08-18,16.8,Mild,2021
Symptoms of Depressive Disorder,By State,Virginia,2021-08-18,16.8,Mild,2021
Symptoms of Depressive Disorder,By State,Washington,2021-08-18,23.7,Mild,2021
Symptoms of Depressive Disorder,By State,West Virginia,2021-08-18,24.4,Mild,2021
Symptoms of Depressive Disorder,By State,Wisconsin,2021-08-18,15.6,Mild,2021
Symptoms of Depressive Disorder,By State,Wyoming,2021-08-18,23.6,Mild,2021
Symptoms of Anxiety Disorder,By State,Alabama,2021-08-18,34.5,High,2021
Symptoms of Anxiety Disorder,By State,Alaska,2021-08-18,27.9,Moderate,2021
Symptoms of Anxiety Disorder,By State,Arizona,2021-08-18,30.4,High,2021
Symptoms of Anxiety Disorder,By State,Arkansas,2021-08-18,32.2,High,2021
Symptoms of Anxiety Disorder,By State,California,2021-08-18,26.2,Moderate,2021
Symptoms of Anxiety Disorder,By State,Colorado,2021-08-18,27.9,Moderate,2021
Symptoms of Anxiety Disorder,By State,Connecticut,2021-08-18,24.0,Mild,2021
Symptoms of Anxiety Disorder,By State,Delaware,2021-08-18,30.0,High,2021
Symptoms of Anxiety Disorder,By State,District of Columbia,2021-08-18,30.0,High,2021
Symptoms of Anxiety Disorder,By State,Florida,2021-08-18,27.5,Moderate,2021
Symptoms of Anxiety Disorder,By State,Georgia,2021-08-18,30.3,High,2021
Symptoms of Anxiety Disorder,By State,Hawaii,2021-08-18,26.5,Moderate,2021
Symptoms of Anxiety Disorder,By State,Idaho,2021-08-18,25.7,Moderate,2021
Symptoms of Anxiety Disorder,By State,Illinois,2021-08-18,24.8,Moderate,2021
Symptoms of Anxiety Disorder,By State,Indiana,2021-08-18,27.2,Moderate,2021
Symptoms of Anxiety Disorder,By State,Iowa,2021-08-18,24.2,Mild,2021
Symptoms of Anxiety Disorder,By State,Kansas,2021-08-18,25.8,Moderate,2021
Symptoms of Anxiety Disorder,By State,Kentucky,2021-08-18,31.5,High,2021
Symptoms of Anxiety Disorder,By State,Louisiana,2021-08-18,36.2,Extreme,2021
Symptoms of Anxiety Disorder,By State,Maine,2021-08-18,28.8,Moderate,2021
Symptoms of Anxiety Disorder,By State,Maryland,2021-08-18,28.0,Moderate,2021
Symptoms of Anxiety Disorder,By State,Massachusetts,2021-08-18,28.2,Moderate,2021
Symptoms of Anxiety Disorder,By State,Michigan,2021-08-18,27.2,Moderate,2021
Symptoms of Anxiety Disorder,By State,Minnesota,2021-08-18,24.8,Moderate,2021
Symptoms of Anxiety Disorder,By State,Mississippi,2021-08-18,27.1,Moderate,2021
Symptoms of Anxiety Disorder,By State,Missouri,2021-08-18,27.1,Moderate,2021
Symptoms of Anxiety Disorder,By State,Montana,2021-08-18,23.9,Mild,2021
Symptoms of Anxiety Disorder,By State,Nebraska,2021-08-18,24.8,Moderate,2021
Symptoms of Anxiety Disorder,By State,Nevada,2021-08-18,32.3,High,2021
Symptoms of Anxiety Disorder,By State,New Hampshire,2021-08-18,21.6,Mild,2021
Symptoms of Anxiety Disorder,By State,New Jersey,2021-08-18,27.1,Moderate,2021
Symptoms of Anxiety Disorder,By State,New Mexico,2021-08-18,27.1,Moderate,2021
Symptoms of Anxiety Disorder,By State,New York,2021-08-18,23.6,Mild,2021
Symptoms of Anxiety Disorder,By State,North Carolina,2021-08-18,30.1,High,2021
Symptoms of Anxiety Disorder,By State,North Dakota,2021-08-18,25.5,Moderate,2021
Symptoms of Anxiety Disorder,By State,Ohio,2021-08-18,27.9,Moderate,2021
Symptoms of Anxiety Disorder,By State,Oklahoma,2021-08-18,31.8,High,2021
Symptoms of Anxiety Disorder,By State,Oregon,2021-08-18,31.8,High,2021
Symptoms of Anxiety Disorder,By State,Pennsylvania,2021-08-18,31.4,High,2021
Symptoms of Anxiety Disorder,By State,Rhode Island,2021-08-18,25.6,Moderate,2021
Symptoms of Anxiety Disorder,By State,South Carolina,2021-08-18,25.4,Moderate,2021
Symptoms of Anxiety Disorder,By State,South Dakota,2021-08-18,25.2,Moderate,2021
Symptoms of Anxiety Disorder,By State,Tennessee,2021-08-18,35.2,Extreme,2021
Symptoms of Anxiety Disorder,By State,Texas,2021-08-18,28.3,Moderate,2021
Symptoms of Anxiety Disorder,By State,Utah,2021-08-18,29.7,Moderate,2021
Symptoms of Anxiety Disorder,By State,Vermont,2021-08-18,25.8,Moderate,2021
Symptoms of Anxiety Disorder,By State,Virginia,2021-08-18,24.8,Moderate,2021
Symptoms of Anxiety Disorder,By State,Washington,2021-08-18,29.4,Moderate,2021
Symptoms of Anxiety Disorder,By State,West Virginia,2021-08-18,29.6,Moderate,2021
Symptoms of Anxiety Disorder,By State,Wisconsin,2021-08-18,22.5,Mild,2021
Symptoms of Anxiety Disorder,By State,Wyoming,2021-08-18,28.0,Moderate,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,2021-08-18,38.5,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,2021-08-18,33.5,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,2021-08-18,35.8,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,2021-08-18,36.2,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,2021-08-18,31.5,High,2021
