Mental_indicator,Group_name,Subgroup,Time_Period,Percentage,Risk
Symptoms of Depressive Disorder,By State,Florida,2021-09-01,24.6,Mild
Symptoms of Depressive Disorder,By State,Georgia,2021-09-01,19.6,Mild
Symptoms of Depressive Disorder,By State,Hawaii,2021-09-01,21.2,Mild
Symptoms of Depressive Disorder,By State,Idaho,2021-09-01,20.1,Mild
Symptoms of Depressive Disorder,By State,Illinois,2021-09-01,21.0,Mild
Symptoms of Depressive Disorder,By State,Indiana,2021-09-01,21.8,Mild
Symptoms of Depressive Disorder,By State,Iowa,2021-09-01,20.2,Mild
Symptoms of Depressive Disorder,By State,Kansas,2021-09-01,23.3,Mild
Symptoms of Depressive Disorder,By State,Kentucky,2021-09-01,25.4,Moderate
Symptoms of Depressive Disorder,By State,Louisiana,2021-09-01,31.2,High
Symptoms of Depressive Disorder,By State,Maine,2021-09-01,15.5,Mild
Symptoms of Depressive Disorder,By State,Maryland,2021-09-01,22.6,Mild
Symptoms of Depressive Disorder,By State,Massachusetts,2021-09-01,19.7,Mild
Symptoms of Depressive Disorder,By State,Michigan,2021-09-01,20.7,Mild
Symptoms of Depressive Disorder,By State,Minnesota,2021-09-01,16.6,Mild
Symptoms of Depressive Disorder,By State,Mississippi,2021-09-01,20.4,Mild
Symptoms of Depressive Disorder,By State,Missouri,2021-09-01,24.2,Mild
Symptoms of Depressive Disorder,By State,Montana,2021-09-01,16.6,Mild
Symptoms of Depressive Disorder,By State,Nebraska,2021-09-01,18.1,Mild
Symptoms of Depressive Disorder,By State,Nevada,2021-09-01,24.9,Moderate
Symptoms of Depressive Disorder,By State,New Hampshire,2021-09-01,18.3,Mild
Symptoms of Depressive Disorder,By State,New Jersey,2021-09-01,18.2,Mild
Symptoms of Depressive Disorder,By State,New Mexico,2021-09-01,20.3,Mild
Symptoms of Depressive Disorder,By State,New York,2021-09-01,23.0,Mild
Symptoms of Depressive Disorder,By State,North Carolina,2021-09-01,19.0,Mild
Symptoms of Depressive Disorder,By State,North Dakota,2021-09-01,21.3,Mild
Symptoms of Depressive Disorder,By State,Ohio,2021-09-01,22.2,Mild
Symptoms of Depressive Disorder,By State,Oklahoma,2021-09-01,25.7,Moderate
Symptoms of Depressive Disorder,By State,Oregon,2021-09-01,25.0,Moderate
Symptoms of Depressive Disorder,By State,Pennsylvania,2021-09-01,18.6,Mild
Symptoms of Depressive Disorder,By State,Rhode Island,2021-09-01,21.7,Mild
Symptoms of Depressive Disorder,By State,South Carolina,2021-09-01,19.4,Mild
Symptoms of Depressive Disorder,By State,South Dakota,2021-09-01,10.6,Mild
Symptoms of Depressive Disorder,By State,Tennessee,2021-09-01,28.4,Moderate
Symptoms of Depressive Disorder,By State,Texas,2021-09-01,27.3,Moderate
Symptoms of Depressive Disorder,By State,Utah,2021-09-01,21.0,Mild
Symptoms of Depressive Disorder,By State,Vermont,2021-09-01,27.1,Moderate
Symptoms of Depressive Disorder,By State,Virginia,2021-09-01,20.7,Mild
Symptoms of Depressive Disorder,By State,Washington,2021-09-01,24.2,Mild
Symptoms of Depressive Disorder,By State,West Virginia,2021-09-01,24.6,Mild
Symptoms of Depressive Disorder,By State,Wisconsin,2021-09-01,17.2,Mild
Symptoms of Depressive Disorder,By State,Wyoming,2021-09-01,21.5,Mild
Symptoms of Anxiety Disorder,By State,Alabama,2021-09-01,30.7,High
Symptoms of Anxiety Disorder,By State,Alaska,2021-09-01,30.0,High
Symptoms of Anxiety Disorder,By State,Arizona,2021-09-01,26.8,Moderate
Symptoms of Anxiety Disorder,By State,Arkansas,2021-09-01,30.0,High
Symptoms of Anxiety Disorder,By State,California,2021-09-01,26.7,Moderate
Symptoms of Anxiety Disorder,By State,Colorado,2021-09-01,25.7,Moderate
Symptoms of Anxiety Disorder,By State,Connecticut,2021-09-01,25.5,Moderate
Symptoms of Anxiety Disorder,By State,Delaware,2021-09-01,27.5,Moderate
Symptoms of Anxiety Disorder,By State,District of Columbia,2021-09-01,28.3,Moderate
Symptoms of Anxiety Disorder,By State,Florida,2021-09-01,32.9,High
Symptoms of Anxiety Disorder,By State,Georgia,2021-09-01,25.3,Moderate
Symptoms of Anxiety Disorder,By State,Hawaii,2021-09-01,26.4,Moderate
Symptoms of Anxiety Disorder,By State,Idaho,2021-09-01,26.0,Moderate
Symptoms of Anxiety Disorder,By State,Illinois,2021-09-01,28.0,Moderate
Symptoms of Anxiety Disorder,By State,Indiana,2021-09-01,26.1,Moderate
Symptoms of Anxiety Disorder,By State,Iowa,2021-09-01,25.3,Moderate
Symptoms of Anxiety Disorder,By State,Kansas,2021-09-01,30.0,High
Symptoms of Anxiety Disorder,By State,Kentucky,2021-09-01,30.7,High
Symptoms of Anxiety Disorder,By State,Louisiana,2021-09-01,40.1,Extreme
Symptoms of Anxiety Disorder,By State,Maine,2021-09-01,22.9,Mild
Symptoms of Anxiety Disorder,By State,Maryland,2021-09-01,29.1,Moderate
Symptoms of Anxiety Disorder,By State,Massachusetts,2021-09-01,27.4,Moderate
Symptoms of Anxiety Disorder,By State,Michigan,2021-09-01,25.0,Moderate
Symptoms of Anxiety Disorder,By State,Minnesota,2021-09-01,21.9,Mild
Symptoms of Anxiety Disorder,By State,Mississippi,2021-09-01,24.6,Mild
Symptoms of Anxiety Disorder,By State,Missouri,2021-09-01,27.3,Moderate
Symptoms of Anxiety Disorder,By State,Montana,2021-09-01,23.3,Mild
Symptoms of Anxiety Disorder,By State,Nebraska,2021-09-01,24.5,Mild
Symptoms of Anxiety Disorder,By State,Nevada,2021-09-01,29.7,Moderate
Symptoms of Anxiety Disorder,By State,New Hampshire,2021-09-01,26.3,Moderate
Symptoms of Anxiety Disorder,By State,New Jersey,2021-09-01,25.4,Moderate
Symptoms of Anxiety Disorder,By State,New Mexico,2021-09-01,29.0,Moderate
Symptoms of Anxiety Disorder,By State,New York,2021-09-01,27.8,Moderate
Symptoms of Anxiety Disorder,By State,North Carolina,2021-09-01,29.7,Moderate
Symptoms of Anxiety Disorder,By State,North Dakota,2021-09-01,27.0,Moderate
Symptoms of Anxiety Disorder,By State,Ohio,2021-09-01,28.2,Moderate
Symptoms of Anxiety Disorder,By State,Oklahoma,2021-09-01,29.4,Moderate
Symptoms of Anxiety Disorder,By State,Oregon,2021-09-01,32.5,High
Symptoms of Anxiety Disorder,By State,Pennsylvania,2021-09-01,24.3,Mild
Symptoms of Anxiety Disorder,By State,Rhode Island,2021-09-01,29.5,Moderate
Symptoms of Anxiety Disorder,By State,South Carolina,2021-09-01,26.6,Moderate
Symptoms of Anxiety Disorder,By State,South Dakota,2021-09-01,18.5,Mild
Symptoms of Anxiety Disorder,By State,Tennessee,2021-09-01,33.3,High
Symptoms of Anxiety Disorder,By State,Texas,2021-09-01,31.9,High
Symptoms of Anxiety Disorder,By State,Utah,2021-09-01,26.7,Moderate
Symptoms of Anxiety Disorder,By State,Vermont,2021-09-01,29.3,Moderate
Symptoms of Anxiety Disorder,By State,Virginia,2021-09-01,26.0,Moderate
Symptoms of Anxiety Disorder,By State,Washington,2021-09-01,28.9,Moderate
Symptoms of Anxiety Disorder,By State,West Virginia,2021-09-01,26.6,Moderate
Symptoms of Anxiety Disorder,By State,Wisconsin,2021-09-01,22.8,Mild
Symptoms of Anxiety Disorder,By State,Wyoming,2021-09-01,25.8,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,2021-09-01,34.2,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,2021-09-01,34.3,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,2021-09-01,30.9,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,2021-09-01,34.5,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,2021-09-01,32.5,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,2021-09-01,29.1,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,2021-09-01,29.2,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,2021-09-01,30.4,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,2021-09-01,32.4,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,2021-09-01,35.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,2021-09-01,31.0,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,2021-09-01,30.0,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,2021-09-01,30.1,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,2021-09-01,31.4,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,2021-09-01,30.5,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,2021-09-01,28.9,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,2021-09-01,33.7,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,2021-09-01,33.0,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,2021-09-01,44.4,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,2021-09-01,25.9,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,2021-09-01,32.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,2021-09-01,30.3,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,2021-09-01,29.3,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,2021-09-01,25.5,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,2021-09-01,29.2,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,2021-09-01,33.7,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,2021-09-01,25.5,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,2021-09-01,28.1,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,2021-09-01,33.2,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,2021-09-01,28.7,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,2021-09-01,28.1,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,2021-09-01,31.7,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,2021-09-01,32.0,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,2021-09-01,32.2,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,2021-09-01,30.7,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,2021-09-01,31.6,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,2021-09-01,34.7,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,2021-09-01,37.1,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,2021-09-01,27.2,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,2021-09-01,32.1,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,2021-09-01,29.2,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,2021-09-01,19.9,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,2021-09-01,36.8,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,2021-09-01,36.3,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,2021-09-01,29.9,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,2021-09-01,37.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,2021-09-01,30.7,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,2021-09-01,34.1,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,2021-09-01,32.6,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,2021-09-01,26.5,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,2021-09-01,31.1,High
Symptoms of Depressive Disorder,By State,Alabama,2021-09-15,23.0,Mild
Symptoms of Depressive Disorder,By State,Alaska,2021-09-15,28.3,Moderate
Symptoms of Depressive Disorder,By State,Arizona,2021-09-15,23.2,Mild
Symptoms of Depressive Disorder,By State,Arkansas,2021-09-15,29.7,Moderate
Symptoms of Depressive Disorder,By State,California,2021-09-15,24.6,Mild
Symptoms of Depressive Disorder,By State,Colorado,2021-09-15,21.1,Mild
Symptoms of Depressive Disorder,By State,Connecticut,2021-09-15,18.1,Mild
Symptoms of Depressive Disorder,By State,Delaware,2021-09-15,25.5,Moderate
Symptoms of Depressive Disorder,By State,District of Columbia,2021-09-15,16.5,Mild
Symptoms of Depressive Disorder,By State,Florida,2021-09-15,22.9,Mild
Symptoms of Depressive Disorder,By State,Georgia,2021-09-15,21.6,Mild
Symptoms of Depressive Disorder,By State,Hawaii,2021-09-15,26.5,Moderate
Symptoms of Depressive Disorder,By State,Idaho,2021-09-15,21.3,Mild
Symptoms of Depressive Disorder,By State,Illinois,2021-09-15,20.5,Mild
Symptoms of Depressive Disorder,By State,Indiana,2021-09-15,20.5,Mild
Symptoms of Depressive Disorder,By State,Iowa,2021-09-15,18.9,Mild
Symptoms of Depressive Disorder,By State,Kansas,2021-09-15,25.6,Moderate
Symptoms of Depressive Disorder,By State,Kentucky,2021-09-15,18.9,Mild
Symptoms of Depressive Disorder,By State,Louisiana,2021-09-15,30.6,High
Symptoms of Depressive Disorder,By State,Maine,2021-09-15,18.1,Mild
Symptoms of Depressive Disorder,By State,Maryland,2021-09-15,20.9,Mild
Symptoms of Depressive Disorder,By State,Massachusetts,2021-09-15,16.3,Mild
Symptoms of Depressive Disorder,By State,Michigan,2021-09-15,18.4,Mild
Symptoms of Depressive Disorder,By State,Minnesota,2021-09-15,16.5,Mild
Symptoms of Depressive Disorder,By State,Mississippi,2021-09-15,28.2,Moderate
Symptoms of Depressive Disorder,By State,Missouri,2021-09-15,30.3,High
Symptoms of Depressive Disorder,By State,Montana,2021-09-15,25.1,Moderate
Symptoms of Depressive Disorder,By State,Nebraska,2021-09-15,15.6,Mild
Symptoms of Depressive Disorder,By State,Nevada,2021-09-15,26.5,Moderate
Symptoms of Depressive Disorder,By State,New Hampshire,2021-09-15,17.0,Mild
Symptoms of Depressive Disorder,By State,New Jersey,2021-09-15,20.6,Mild
Symptoms of Depressive Disorder,By State,New Mexico,2021-09-15,25.6,Moderate
Symptoms of Depressive Disorder,By State,New York,2021-09-15,23.6,Mild
Symptoms of Depressive Disorder,By State,North Carolina,2021-09-15,21.4,Mild
Symptoms of Depressive Disorder,By State,North Dakota,2021-09-15,18.1,Mild
Symptoms of Depressive Disorder,By State,Ohio,2021-09-15,17.7,Mild
Symptoms of Depressive Disorder,By State,Oklahoma,2021-09-15,30.2,High
Symptoms of Depressive Disorder,By State,Oregon,2021-09-15,23.8,Mild
Symptoms of Depressive Disorder,By State,Pennsylvania,2021-09-15,20.1,Mild
Symptoms of Depressive Disorder,By State,Rhode Island,2021-09-15,18.3,Mild
Symptoms of Depressive Disorder,By State,South Carolina,2021-09-15,18.8,Mild
Symptoms of Depressive Disorder,By State,South Dakota,2021-09-15,17.0,Mild
Symptoms of Depressive Disorder,By State,Tennessee,2021-09-15,26.4,Moderate
Symptoms of Depressive Disorder,By State,Texas,2021-09-15,23.4,Mild
Symptoms of Depressive Disorder,By State,Utah,2021-09-15,25.6,Moderate
Symptoms of Depressive Disorder,By State,Vermont,2021-09-15,15.3,Mild
Symptoms of Depressive Disorder,By State,Virginia,2021-09-15,20.6,Mild
Symptoms of Depressive Disorder,By State,Washington,2021-09-15,23.6,Mild
Symptoms of Depressive Disorder,By State,West Virginia,2021-09-15,25.4,Moderate
Symptoms of Depressive Disorder,By State,Wisconsin,2021-09-15,19.3,Mild
Symptoms of Depressive Disorder,By State,Wyoming,2021-09-15,17.5,Mild
Symptoms of Anxiety Disorder,By State,Alabama,2021-09-15,27.4,Moderate
Symptoms of Anxiety Disorder,By State,Alaska,2021-09-15,26.7,Moderate
Symptoms of Anxiety Disorder,By State,Arizona,2021-09-15,27.0,Moderate
Symptoms of Anxiety Disorder,By State,Arkansas,2021-09-15,30.6,High
Symptoms of Anxiety Disorder,By State,California,2021-09-15,28.9,Moderate
Symptoms of Anxiety Disorder,By State,Colorado,2021-09-15,27.7,Moderate
Symptoms of Anxiety Disorder,By State,Connecticut,2021-09-15,24.2,Mild
Symptoms of Anxiety Disorder,By State,Delaware,2021-09-15,29.8,High
Symptoms of Anxiety Disorder,By State,District of Columbia,2021-09-15,27.3,Moderate
Symptoms of Anxiety Disorder,By State,Florida,2021-09-15,26.4,Moderate
Symptoms of Anxiety Disorder,By State,Georgia,2021-09-15,27.6,Moderate
Symptoms of Anxiety Disorder,By State,Hawaii,2021-09-15,26.0,Moderate
Symptoms of Anxiety Disorder,By State,Idaho,2021-09-15,25.1,Moderate
Symptoms of Anxiety Disorder,By State,Illinois,2021-09-15,25.6,Moderate
Symptoms of Anxiety Disorder,By State,Indiana,2021-09-15,27.7,Moderate
Symptoms of Anxiety Disorder,By State,Iowa,2021-09-15,24.8,Moderate
Symptoms of Anxiety Disorder,By State,Kansas,2021-09-15,31.2,High
Symptoms of Anxiety Disorder,By State,Kentucky,2021-09-15,26.3,Moderate
Symptoms of Anxiety Disorder,By State,Louisiana,2021-09-15,39.2,Extreme
Symptoms of Anxiety Disorder,By State,Maine,2021-09-15,28.0,Moderate
Symptoms of Anxiety Disorder,By State,Maryland,2021-09-15,26.3,Moderate
Symptoms of Anxiety Disorder,By State,Massachusetts,2021-09-15,25.3,Moderate
Symptoms of Anxiety Disorder,By State,Michigan,2021-09-15,22.3,Mild
Symptoms of Anxiety Disorder,By State,Minnesota,2021-09-15,23.7,Mild
Symptoms of Anxiety Disorder,By State,Mississippi,2021-09-15,33.2,High
Symptoms of Anxiety Disorder,By State,Missouri,2021-09-15,33.0,High
Symptoms of Anxiety Disorder,By State,Montana,2021-09-15,30.7,High
Symptoms of Anxiety Disorder,By State,Nebraska,2021-09-15,23.0,Mild
Symptoms of Anxiety Disorder,By State,Nevada,2021-09-15,30.1,High
Symptoms of Anxiety Disorder,By State,New Hampshire,2021-09-15,24.8,Moderate
Symptoms of Anxiety Disorder,By State,New Jersey,2021-09-15,26.4,Moderate
Symptoms of Anxiety Disorder,By State,New Mexico,2021-09-15,30.5,High
Symptoms of Anxiety Disorder,By State,New York,2021-09-15,34.5,High
Symptoms of Anxiety Disorder,By State,North Carolina,2021-09-15,23.8,Mild
Symptoms of Anxiety Disorder,By State,North Dakota,2021-09-15,24.2,Mild
Symptoms of Anxiety Disorder,By State,Ohio,2021-09-15,25.5,Moderate
Symptoms of Anxiety Disorder,By State,Oklahoma,2021-09-15,34.1,High
Symptoms of Anxiety Disorder,By State,Oregon,2021-09-15,32.9,High
Symptoms of Anxiety Disorder,By State,Pennsylvania,2021-09-15,28.5,Moderate
Symptoms of Anxiety Disorder,By State,Rhode Island,2021-09-15,24.7,Mild
Symptoms of Anxiety Disorder,By State,South Carolina,2021-09-15,23.2,Mild
Symptoms of Anxiety Disorder,By State,South Dakota,2021-09-15,18.6,Mild
Symptoms of Anxiety Disorder,By State,Tennessee,2021-09-15,33.4,High
Symptoms of Anxiety Disorder,By State,Texas,2021-09-15,26.7,Moderate
Symptoms of Anxiety Disorder,By State,Utah,2021-09-15,30.1,High
Symptoms of Anxiety Disorder,By State,Vermont,2021-09-15,21.2,Mild
Symptoms of Anxiety Disorder,By State,Virginia,2021-09-15,26.2,Moderate
Symptoms of Anxiety Disorder,By State,Washington,2021-09-15,30.7,High
Symptoms of Anxiety Disorder,By State,West Virginia,2021-09-15,27.2,Moderate
Symptoms of Anxiety Disorder,By State,Wisconsin,2021-09-15,24.6,Mild
Symptoms of Anxiety Disorder,By State,Wyoming,2021-09-15,23.1,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,2021-09-15,32.4,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,2021-09-15,36.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,2021-09-15,30.9,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,2021-09-15,38.3,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,2021-09-15,33.9,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,2021-09-15,30.9,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,2021-09-15,28.1,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,2021-09-15,33.9,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,2021-09-15,31.7,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,2021-09-15,31.5,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,2021-09-15,31.3,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,2021-09-15,34.5,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,2021-09-15,29.7,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,2021-09-15,29.7,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,2021-09-15,31.4,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,2021-09-15,30.4,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,2021-09-15,35.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,2021-09-15,29.1,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,2021-09-15,41.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,2021-09-15,31.2,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,2021-09-15,30.4,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,2021-09-15,27.9,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,2021-09-15,26.4,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,2021-09-15,26.5,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,2021-09-15,39.2,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,2021-09-15,39.4,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,2021-09-15,34.0,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,2021-09-15,26.3,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,2021-09-15,37.0,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,2021-09-15,26.8,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,2021-09-15,29.7,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,2021-09-15,34.2,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,2021-09-15,37.4,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,2021-09-15,28.6,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,2021-09-15,27.4,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,2021-09-15,28.2,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,2021-09-15,41.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,2021-09-15,36.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,2021-09-15,31.5,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,2021-09-15,27.0,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,2021-09-15,27.1,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,2021-09-15,23.7,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,2021-09-15,36.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,2021-09-15,32.5,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,2021-09-15,35.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,2021-09-15,24.3,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,2021-09-15,31.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,2021-09-15,36.2,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,2021-09-15,30.7,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,2021-09-15,28.3,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,2021-09-15,27.2,Moderate
Symptoms of Depressive Disorder,By State,Alabama,2021-09-29,24.4,Mild
Symptoms of Depressive Disorder,By State,Alaska,2021-09-29,28.0,Moderate
Symptoms of Depressive Disorder,By State,Arizona,2021-09-29,23.2,Mild
Symptoms of Depressive Disorder,By State,Arkansas,2021-09-29,26.7,Moderate
Symptoms of Depressive Disorder,By State,California,2021-09-29,20.5,Mild
Symptoms of Depressive Disorder,By State,Colorado,2021-09-29,23.0,Mild
Symptoms of Depressive Disorder,By State,Connecticut,2021-09-29,19.2,Mild
Symptoms of Depressive Disorder,By State,Delaware,2021-09-29,20.0,Mild
Symptoms of Depressive Disorder,By State,District of Columbia,2021-09-29,26.2,Moderate
Symptoms of Depressive Disorder,By State,Florida,2021-09-29,20.9,Mild
Symptoms of Depressive Disorder,By State,Georgia,2021-09-29,24.6,Mild
Symptoms of Depressive Disorder,By State,Hawaii,2021-09-29,23.2,Mild
Symptoms of Depressive Disorder,By State,Idaho,2021-09-29,21.6,Mild
Symptoms of Depressive Disorder,By State,Illinois,2021-09-29,20.5,Mild
Symptoms of Depressive Disorder,By State,Indiana,2021-09-29,20.7,Mild
Symptoms of Depressive Disorder,By State,Iowa,2021-09-29,19.7,Mild
Symptoms of Depressive Disorder,By State,Kansas,2021-09-29,18.9,Mild
Symptoms of Depressive Disorder,By State,Kentucky,2021-09-29,28.6,Moderate
Symptoms of Depressive Disorder,By State,Louisiana,2021-09-29,24.3,Mild
Symptoms of Depressive Disorder,By State,Maine,2021-09-29,18.1,Mild
Symptoms of Depressive Disorder,By State,Maryland,2021-09-29,20.7,Mild
Symptoms of Depressive Disorder,By State,Massachusetts,2021-09-29,22.0,Mild
Symptoms of Depressive Disorder,By State,Michigan,2021-09-29,20.2,Mild
Symptoms of Depressive Disorder,By State,Minnesota,2021-09-29,14.5,Mild
Symptoms of Depressive Disorder,By State,Mississippi,2021-09-29,22.7,Mild
Symptoms of Depressive Disorder,By State,Missouri,2021-09-29,23.9,Mild
Symptoms of Depressive Disorder,By State,Montana,2021-09-29,20.7,Mild
Symptoms of Depressive Disorder,By State,Nebraska,2021-09-29,23.4,Mild
Symptoms of Depressive Disorder,By State,Nevada,2021-09-29,22.1,Mild
Symptoms of Depressive Disorder,By State,New Hampshire,2021-09-29,14.8,Mild
Symptoms of Depressive Disorder,By State,New Jersey,2021-09-29,20.6,Mild
Symptoms of Depressive Disorder,By State,New Mexico,2021-09-29,22.7,Mild
Symptoms of Depressive Disorder,By State,New York,2021-09-29,20.6,Mild
Symptoms of Depressive Disorder,By State,North Carolina,2021-09-29,27.4,Moderate
Symptoms of Depressive Disorder,By State,North Dakota,2021-09-29,23.8,Mild
Symptoms of Depressive Disorder,By State,Ohio,2021-09-29,17.2,Mild
Symptoms of Depressive Disorder,By State,Oklahoma,2021-09-29,27.3,Moderate
