,Indicator,Group,Subgroup,Time Period Start Date,Value,Risk
7326,Symptoms of Anxiety Disorder,By State,Tennessee,07/21/2021,24.6,Mild
7327,Symptoms of Anxiety Disorder,By State,Texas,07/21/2021,33.9,High
7328,Symptoms of Anxiety Disorder,By State,Utah,07/21/2021,27.8,Moderate
7329,Symptoms of Anxiety Disorder,By State,Vermont,07/21/2021,23.5,Mild
7330,Symptoms of Anxiety Disorder,By State,Virginia,07/21/2021,26.0,Moderate
7331,Symptoms of Anxiety Disorder,By State,Washington,07/21/2021,30.3,High
7332,Symptoms of Anxiety Disorder,By State,West Virginia,07/21/2021,30.8,High
7333,Symptoms of Anxiety Disorder,By State,Wisconsin,07/21/2021,23.8,Mild
7334,Symptoms of Anxiety Disorder,By State,Wyoming,07/21/2021,27.8,Moderate
7356,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,07/21/2021,31.3,High
7357,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,18 - 29 years,07/21/2021,51.3,Extreme
7358,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,30 - 39 years,07/21/2021,38.6,Extreme
7359,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,40 - 49 years,07/21/2021,32.8,High
7360,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,50 - 59 years,07/21/2021,27.1,Moderate
7361,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,60 - 69 years,07/21/2021,22.1,Mild
7362,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,70 - 79 years,07/21/2021,15.4,Mild
7363,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,80 years and above,07/21/2021,17.1,Mild
7364,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,Male,07/21/2021,28.3,Moderate
7365,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,Female,07/21/2021,34.1,High
7366,Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,Cis-gender male,07/21/2021,27.4,Moderate
7367,Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,Cis-gender female,07/21/2021,33.5,High
7368,Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,Transgender,07/21/2021,71.9,Extreme
7369,Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,Gay or lesbian,07/21/2021,42.6,Extreme
7370,Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,Straight,07/21/2021,28.4,Moderate
7371,Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,Bisexual,07/21/2021,65.4,Extreme
7372,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic or Latino,07/21/2021,37.4,Extreme
7373,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",07/21/2021,29.2,Moderate
7374,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",07/21/2021,34.6,High
7375,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",07/21/2021,24.2,Mild
7376,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",07/21/2021,41.3,Extreme
7377,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Less than a high school diploma,07/21/2021,39.7,Extreme
7378,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,High school diploma or GED,07/21/2021,32.9,High
7379,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Some college/Associate's degree,07/21/2021,35.9,Extreme
7380,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Bachelor's degree or higher,07/21/2021,23.8,Mild
7381,Symptoms of Anxiety Disorder or Depressive Disorder,By Disability status,With disability,07/21/2021,61.4,Extreme
7382,Symptoms of Anxiety Disorder or Depressive Disorder,By Disability status,Without disability,07/21/2021,26.2,Moderate
7383,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,07/21/2021,35.3,Extreme
7384,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,07/21/2021,34.2,High
7385,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,07/21/2021,32.0,High
7386,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,07/21/2021,35.0,High
7387,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,07/21/2021,33.4,High
7388,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,07/21/2021,27.9,Moderate
7389,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,07/21/2021,26.7,Moderate
7390,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,07/21/2021,32.5,High
7391,Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,07/21/2021,35.1,High
7392,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,07/21/2021,30.9,High
7393,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,07/21/2021,36.3,Extreme
7394,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,07/21/2021,28.0,Moderate
7395,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,07/21/2021,26.9,Moderate
7396,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,07/21/2021,29.6,Moderate
7397,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,07/21/2021,31.8,High
7398,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,07/21/2021,26.9,Moderate
7399,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,07/21/2021,28.3,Moderate
7400,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,07/21/2021,33.7,High
7401,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,07/21/2021,40.9,Extreme
7402,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,07/21/2021,34.5,High
7403,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,07/21/2021,27.4,Moderate
7404,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,07/21/2021,27.9,Moderate
7405,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,07/21/2021,28.8,Moderate
7406,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,07/21/2021,27.0,Moderate
7407,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,07/21/2021,34.8,High
7408,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,07/21/2021,31.1,High
7409,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,07/21/2021,24.2,Mild
7410,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,07/21/2021,25.1,Moderate
7411,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,07/21/2021,37.0,Extreme
7412,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,07/21/2021,25.9,Moderate
7413,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,07/21/2021,25.8,Moderate
7414,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,07/21/2021,33.6,High
7415,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,07/21/2021,24.9,Moderate
7416,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,07/21/2021,26.3,Moderate
7417,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,07/21/2021,23.5,Mild
7418,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,07/21/2021,32.3,High
7419,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,07/21/2021,38.9,Extreme
7420,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,07/21/2021,31.5,High
7421,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,07/21/2021,30.5,High
7422,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,07/21/2021,30.8,High
7423,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,07/21/2021,30.9,High
7424,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,07/21/2021,23.6,Mild
7425,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,07/21/2021,27.6,Moderate
7426,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,07/21/2021,38.1,Extreme
7427,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,07/21/2021,32.2,High
7428,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,07/21/2021,25.8,Moderate
7429,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,07/21/2021,30.3,High
7430,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,07/21/2021,34.7,High
7431,Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,07/21/2021,35.4,Extreme
7432,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,07/21/2021,27.0,Moderate
7433,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,07/21/2021,32.3,High
7434,Symptoms of Depressive Disorder,National Estimate,United States,08/04/2021,21.4,Mild
7435,Symptoms of Depressive Disorder,By Age,18 - 29 years,08/04/2021,33.2,High
7436,Symptoms of Depressive Disorder,By Age,30 - 39 years,08/04/2021,26.7,Moderate
7437,Symptoms of Depressive Disorder,By Age,40 - 49 years,08/04/2021,22.8,Mild
7438,Symptoms of Depressive Disorder,By Age,50 - 59 years,08/04/2021,19.6,Mild
7439,Symptoms of Depressive Disorder,By Age,60 - 69 years,08/04/2021,14.6,Mild
7440,Symptoms of Depressive Disorder,By Age,70 - 79 years,08/04/2021,10.3,Mild
7441,Symptoms of Depressive Disorder,By Age,80 years and above,08/04/2021,11.4,Mild
7442,Symptoms of Depressive Disorder,By Sex,Male,08/04/2021,19.6,Mild
7443,Symptoms of Depressive Disorder,By Sex,Female,08/04/2021,23.0,Mild
7444,Symptoms of Depressive Disorder,By Gender identity,Cis-gender male,08/04/2021,19.2,Mild
7445,Symptoms of Depressive Disorder,By Gender identity,Cis-gender female,08/04/2021,22.5,Mild
7446,Symptoms of Depressive Disorder,By Gender identity,Transgender,08/04/2021,59.5,Extreme
7447,Symptoms of Depressive Disorder,By Sexual orientation,Gay or lesbian,08/04/2021,30.4,High
7448,Symptoms of Depressive Disorder,By Sexual orientation,Straight,08/04/2021,19.1,Mild
7449,Symptoms of Depressive Disorder,By Sexual orientation,Bisexual,08/04/2021,47.4,Extreme
7450,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Hispanic or Latino,08/04/2021,25.3,Moderate
7451,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",08/04/2021,20.0,Mild
7452,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",08/04/2021,23.0,Mild
7453,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",08/04/2021,15.7,Mild
7454,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",08/04/2021,32.1,High
7455,Symptoms of Depressive Disorder,By Education,Less than a high school diploma,08/04/2021,27.3,Moderate
7456,Symptoms of Depressive Disorder,By Education,High school diploma or GED,08/04/2021,24.0,Mild
7457,Symptoms of Depressive Disorder,By Education,Some college/Associate's degree,08/04/2021,24.2,Mild
7458,Symptoms of Depressive Disorder,By Education,Bachelor's degree or higher,08/04/2021,15.0,Mild
7459,Symptoms of Depressive Disorder,By Disability status,With disability,08/04/2021,50.4,Extreme
7460,Symptoms of Depressive Disorder,By Disability status,Without disability,08/04/2021,17.1,Mild
7461,Symptoms of Depressive Disorder,By State,Alabama,08/04/2021,21.1,Mild
7462,Symptoms of Depressive Disorder,By State,Alaska,08/04/2021,20.2,Mild
7463,Symptoms of Depressive Disorder,By State,Arizona,08/04/2021,24.9,Moderate
7464,Symptoms of Depressive Disorder,By State,Arkansas,08/04/2021,24.9,Moderate
7465,Symptoms of Depressive Disorder,By State,California,08/04/2021,21.3,Mild
7466,Symptoms of Depressive Disorder,By State,Colorado,08/04/2021,21.1,Mild
7467,Symptoms of Depressive Disorder,By State,Connecticut,08/04/2021,16.0,Mild
7468,Symptoms of Depressive Disorder,By State,Delaware,08/04/2021,19.0,Mild
7469,Symptoms of Depressive Disorder,By State,District of Columbia,08/04/2021,23.2,Mild
7470,Symptoms of Depressive Disorder,By State,Florida,08/04/2021,21.7,Mild
7471,Symptoms of Depressive Disorder,By State,Georgia,08/04/2021,24.9,Moderate
7472,Symptoms of Depressive Disorder,By State,Hawaii,08/04/2021,23.6,Mild
7473,Symptoms of Depressive Disorder,By State,Idaho,08/04/2021,21.4,Mild
7474,Symptoms of Depressive Disorder,By State,Illinois,08/04/2021,20.0,Mild
7475,Symptoms of Depressive Disorder,By State,Indiana,08/04/2021,18.5,Mild
7476,Symptoms of Depressive Disorder,By State,Iowa,08/04/2021,17.4,Mild
7477,Symptoms of Depressive Disorder,By State,Kansas,08/04/2021,18.5,Mild
7478,Symptoms of Depressive Disorder,By State,Kentucky,08/04/2021,23.9,Mild
7479,Symptoms of Depressive Disorder,By State,Louisiana,08/04/2021,30.4,High
7480,Symptoms of Depressive Disorder,By State,Maine,08/04/2021,19.0,Mild
7481,Symptoms of Depressive Disorder,By State,Maryland,08/04/2021,20.2,Mild
7482,Symptoms of Depressive Disorder,By State,Massachusetts,08/04/2021,20.8,Mild
7483,Symptoms of Depressive Disorder,By State,Michigan,08/04/2021,20.9,Mild
7484,Symptoms of Depressive Disorder,By State,Minnesota,08/04/2021,17.7,Mild
7485,Symptoms of Depressive Disorder,By State,Mississippi,08/04/2021,20.9,Mild
7486,Symptoms of Depressive Disorder,By State,Missouri,08/04/2021,25.0,Moderate
7487,Symptoms of Depressive Disorder,By State,Montana,08/04/2021,23.0,Mild
7488,Symptoms of Depressive Disorder,By State,Nebraska,08/04/2021,21.2,Mild
7489,Symptoms of Depressive Disorder,By State,Nevada,08/04/2021,25.2,Moderate
7490,Symptoms of Depressive Disorder,By State,New Hampshire,08/04/2021,20.8,Mild
7491,Symptoms of Depressive Disorder,By State,New Jersey,08/04/2021,17.8,Mild
7492,Symptoms of Depressive Disorder,By State,New Mexico,08/04/2021,23.8,Mild
7493,Symptoms of Depressive Disorder,By State,New York,08/04/2021,17.7,Mild
7494,Symptoms of Depressive Disorder,By State,North Carolina,08/04/2021,18.4,Mild
7495,Symptoms of Depressive Disorder,By State,North Dakota,08/04/2021,13.1,Mild
7496,Symptoms of Depressive Disorder,By State,Ohio,08/04/2021,21.0,Mild
7497,Symptoms of Depressive Disorder,By State,Oklahoma,08/04/2021,31.2,High
7498,Symptoms of Depressive Disorder,By State,Oregon,08/04/2021,20.3,Mild
7499,Symptoms of Depressive Disorder,By State,Pennsylvania,08/04/2021,23.9,Mild
7500,Symptoms of Depressive Disorder,By State,Rhode Island,08/04/2021,21.5,Mild
7501,Symptoms of Depressive Disorder,By State,South Carolina,08/04/2021,21.5,Mild
7502,Symptoms of Depressive Disorder,By State,South Dakota,08/04/2021,14.4,Mild
7503,Symptoms of Depressive Disorder,By State,Tennessee,08/04/2021,22.9,Mild
7504,Symptoms of Depressive Disorder,By State,Texas,08/04/2021,22.6,Mild
7505,Symptoms of Depressive Disorder,By State,Utah,08/04/2021,21.4,Mild
7506,Symptoms of Depressive Disorder,By State,Vermont,08/04/2021,17.8,Mild
7507,Symptoms of Depressive Disorder,By State,Virginia,08/04/2021,20.1,Mild
7508,Symptoms of Depressive Disorder,By State,Washington,08/04/2021,21.4,Mild
7509,Symptoms of Depressive Disorder,By State,West Virginia,08/04/2021,23.1,Mild
7510,Symptoms of Depressive Disorder,By State,Wisconsin,08/04/2021,18.8,Mild
7511,Symptoms of Depressive Disorder,By State,Wyoming,08/04/2021,18.8,Mild
7512,Symptoms of Anxiety Disorder,National Estimate,United States,08/04/2021,26.6,Moderate
7513,Symptoms of Anxiety Disorder,By Age,18 - 29 years,08/04/2021,39.4,Extreme
7514,Symptoms of Anxiety Disorder,By Age,30 - 39 years,08/04/2021,36.3,Extreme
7515,Symptoms of Anxiety Disorder,By Age,40 - 49 years,08/04/2021,28.3,Moderate
7516,Symptoms of Anxiety Disorder,By Age,50 - 59 years,08/04/2021,24.7,Mild
7517,Symptoms of Anxiety Disorder,By Age,60 - 69 years,08/04/2021,17.3,Mild
7518,Symptoms of Anxiety Disorder,By Age,70 - 79 years,08/04/2021,12.1,Mild
7519,Symptoms of Anxiety Disorder,By Age,80 years and above,08/04/2021,12.8,Mild
7520,Symptoms of Anxiety Disorder,By Sex,Male,08/04/2021,22.4,Mild
7521,Symptoms of Anxiety Disorder,By Sex,Female,08/04/2021,30.5,High
7522,Symptoms of Anxiety Disorder,By Gender identity,Cis-gender male,08/04/2021,22.1,Mild
7523,Symptoms of Anxiety Disorder,By Gender identity,Cis-gender female,08/04/2021,29.9,High
7524,Symptoms of Anxiety Disorder,By Gender identity,Transgender,08/04/2021,66.8,Extreme
7525,Symptoms of Anxiety Disorder,By Sexual orientation,Gay or lesbian,08/04/2021,37.9,Extreme
7526,Symptoms of Anxiety Disorder,By Sexual orientation,Straight,08/04/2021,24.2,Mild
7527,Symptoms of Anxiety Disorder,By Sexual orientation,Bisexual,08/04/2021,55.2,Extreme
7528,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Hispanic or Latino,08/04/2021,31.7,High
7529,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",08/04/2021,25.4,Moderate
7530,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",08/04/2021,27.7,Moderate
7531,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",08/04/2021,16.9,Mild
7532,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",08/04/2021,35.8,Extreme
7533,Symptoms of Anxiety Disorder,By Education,Less than a high school diploma,08/04/2021,31.9,High
7534,Symptoms of Anxiety Disorder,By Education,High school diploma or GED,08/04/2021,25.4,Moderate
7535,Symptoms of Anxiety Disorder,By Education,Some college/Associate's degree,08/04/2021,30.3,High
7536,Symptoms of Anxiety Disorder,By Education,Bachelor's degree or higher,08/04/2021,23.1,Mild
7537,Symptoms of Anxiety Disorder,By Disability status,With disability,08/04/2021,54.2,Extreme
7538,Symptoms of Anxiety Disorder,By Disability status,Without disability,08/04/2021,22.4,Mild
7539,Symptoms of Anxiety Disorder,By State,Alabama,08/04/2021,26.3,Moderate
7540,Symptoms of Anxiety Disorder,By State,Alaska,08/04/2021,23.8,Mild
7541,Symptoms of Anxiety Disorder,By State,Arizona,08/04/2021,27.5,Moderate
7542,Symptoms of Anxiety Disorder,By State,Arkansas,08/04/2021,28.1,Moderate
7543,Symptoms of Anxiety Disorder,By State,California,08/04/2021,27.8,Moderate
7544,Symptoms of Anxiety Disorder,By State,Colorado,08/04/2021,26.5,Moderate
7545,Symptoms of Anxiety Disorder,By State,Connecticut,08/04/2021,22.5,Mild
7546,Symptoms of Anxiety Disorder,By State,Delaware,08/04/2021,29.2,Moderate
7547,Symptoms of Anxiety Disorder,By State,District of Columbia,08/04/2021,24.4,Mild
7548,Symptoms of Anxiety Disorder,By State,Florida,08/04/2021,27.8,Moderate
7549,Symptoms of Anxiety Disorder,By State,Georgia,08/04/2021,29.4,Moderate
7550,Symptoms of Anxiety Disorder,By State,Hawaii,08/04/2021,24.7,Mild
7551,Symptoms of Anxiety Disorder,By State,Idaho,08/04/2021,26.8,Moderate
7552,Symptoms of Anxiety Disorder,By State,Illinois,08/04/2021,23.9,Mild
7553,Symptoms of Anxiety Disorder,By State,Indiana,08/04/2021,22.4,Mild
7554,Symptoms of Anxiety Disorder,By State,Iowa,08/04/2021,23.4,Mild
7555,Symptoms of Anxiety Disorder,By State,Kansas,08/04/2021,23.8,Mild
7556,Symptoms of Anxiety Disorder,By State,Kentucky,08/04/2021,27.9,Moderate
7557,Symptoms of Anxiety Disorder,By State,Louisiana,08/04/2021,34.9,High
7558,Symptoms of Anxiety Disorder,By State,Maine,08/04/2021,22.9,Mild
7559,Symptoms of Anxiety Disorder,By State,Maryland,08/04/2021,25.1,Moderate
7560,Symptoms of Anxiety Disorder,By State,Massachusetts,08/04/2021,24.4,Mild
7561,Symptoms of Anxiety Disorder,By State,Michigan,08/04/2021,26.6,Moderate
7562,Symptoms of Anxiety Disorder,By State,Minnesota,08/04/2021,21.9,Mild
7563,Symptoms of Anxiety Disorder,By State,Mississippi,08/04/2021,29.6,Moderate
7564,Symptoms of Anxiety Disorder,By State,Missouri,08/04/2021,27.9,Moderate
7565,Symptoms of Anxiety Disorder,By State,Montana,08/04/2021,25.9,Moderate
7566,Symptoms of Anxiety Disorder,By State,Nebraska,08/04/2021,24.2,Mild
7567,Symptoms of Anxiety Disorder,By State,Nevada,08/04/2021,29.0,Moderate
7568,Symptoms of Anxiety Disorder,By State,New Hampshire,08/04/2021,23.2,Mild
7569,Symptoms of Anxiety Disorder,By State,New Jersey,08/04/2021,21.3,Mild
7570,Symptoms of Anxiety Disorder,By State,New Mexico,08/04/2021,29.4,Moderate
7571,Symptoms of Anxiety Disorder,By State,New York,08/04/2021,26.8,Moderate
7572,Symptoms of Anxiety Disorder,By State,North Carolina,08/04/2021,26.5,Moderate
7573,Symptoms of Anxiety Disorder,By State,North Dakota,08/04/2021,20.1,Mild
7574,Symptoms of Anxiety Disorder,By State,Ohio,08/04/2021,23.4,Mild
7575,Symptoms of Anxiety Disorder,By State,Oklahoma,08/04/2021,35.1,High
7576,Symptoms of Anxiety Disorder,By State,Oregon,08/04/2021,25.8,Moderate
7577,Symptoms of Anxiety Disorder,By State,Pennsylvania,08/04/2021,25.5,Moderate
7578,Symptoms of Anxiety Disorder,By State,Rhode Island,08/04/2021,25.7,Moderate
7579,Symptoms of Anxiety Disorder,By State,South Carolina,08/04/2021,24.6,Mild
7580,Symptoms of Anxiety Disorder,By State,South Dakota,08/04/2021,19.2,Mild
7581,Symptoms of Anxiety Disorder,By State,Tennessee,08/04/2021,28.9,Moderate
7582,Symptoms of Anxiety Disorder,By State,Texas,08/04/2021,28.4,Moderate
7583,Symptoms of Anxiety Disorder,By State,Utah,08/04/2021,29.2,Moderate
7584,Symptoms of Anxiety Disorder,By State,Vermont,08/04/2021,25.3,Moderate
7585,Symptoms of Anxiety Disorder,By State,Virginia,08/04/2021,25.2,Moderate
7586,Symptoms of Anxiety Disorder,By State,Washington,08/04/2021,27.9,Moderate
7587,Symptoms of Anxiety Disorder,By State,West Virginia,08/04/2021,31.6,High
7588,Symptoms of Anxiety Disorder,By State,Wisconsin,08/04/2021,23.7,Mild
7589,Symptoms of Anxiety Disorder,By State,Wyoming,08/04/2021,22.2,Mild
7590,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,08/04/2021,30.9,High
7591,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,18 - 29 years,08/04/2021,45.8,Extreme
7592,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,30 - 39 years,08/04/2021,40.6,Extreme
7593,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,40 - 49 years,08/04/2021,32.8,High
7594,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,50 - 59 years,08/04/2021,28.4,Moderate
7595,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,60 - 69 years,08/04/2021,21.0,Mild
7596,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,70 - 79 years,08/04/2021,15.4,Mild
7597,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,80 years and above,08/04/2021,16.1,Mild
7598,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,Male,08/04/2021,27.3,Moderate
7599,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,Female,08/04/2021,34.2,High
7600,Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,Cis-gender male,08/04/2021,26.9,Moderate
7601,Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,Cis-gender female,08/04/2021,33.7,High
7602,Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,Transgender,08/04/2021,71.0,Extreme
7603,Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,Gay or lesbian,08/04/2021,43.0,Extreme
7604,Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,Straight,08/04/2021,28.3,Moderate
7605,Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,Bisexual,08/04/2021,61.5,Extreme
7606,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic or Latino,08/04/2021,36.7,Extreme
7607,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",08/04/2021,29.3,Moderate
7608,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",08/04/2021,32.8,High
7609,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",08/04/2021,21.7,Mild
7610,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",08/04/2021,41.3,Extreme
7611,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Less than a high school diploma,08/04/2021,37.7,Extreme
7612,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,High school diploma or GED,08/04/2021,30.8,High
7613,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Some college/Associate's degree,08/04/2021,34.6,High
7614,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Bachelor's degree or higher,08/04/2021,26.0,Moderate
7615,Symptoms of Anxiety Disorder or Depressive Disorder,By Disability status,With disability,08/04/2021,61.8,Extreme
7616,Symptoms of Anxiety Disorder or Depressive Disorder,By Disability status,Without disability,08/04/2021,26.2,Moderate
7617,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,08/04/2021,29.9,High
7618,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,08/04/2021,28.1,Moderate
7619,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,08/04/2021,34.7,High
7620,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,08/04/2021,35.1,High
7621,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,08/04/2021,32.4,High
7622,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,08/04/2021,30.2,High
7623,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,08/04/2021,24.9,Moderate
7624,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,08/04/2021,32.1,High
7625,Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,08/04/2021,29.7,Moderate
7626,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,08/04/2021,32.3,High
7627,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,08/04/2021,34.8,High
7628,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,08/04/2021,30.5,High
7629,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,08/04/2021,31.9,High
7630,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,08/04/2021,28.1,Moderate
7631,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,08/04/2021,28.0,Moderate
7632,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,08/04/2021,27.1,Moderate
7633,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,08/04/2021,28.2,Moderate
