,Indicator,Group,State,Subgroup,Time Period Start Date,Value,year
6713,Symptoms of Depressive Disorder,By Sex,United States,Male,2021-06-09,mild,2021
6714,Symptoms of Depressive Disorder,By Sex,United States,Female,2021-06-09,mild,2021
6715,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2021-06-09,mild,2021
6716,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2021-06-09,mild,2021
6717,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2021-06-09,mild,2021
6718,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2021-06-09,mild,2021
6719,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2021-06-09,mild,2021
6720,Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,2021-06-09,mild,2021
6721,Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,2021-06-09,mild,2021
6722,Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,2021-06-09,mild,2021
6723,Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,2021-06-09,mild,2021
6724,Symptoms of Depressive Disorder,By Disability status,United States,With disability,2021-06-09,mild,2021
6725,Symptoms of Depressive Disorder,By Disability status,United States,Without disability,2021-06-09,mild,2021
6726,Symptoms of Depressive Disorder,By State,Alabama,Alabama,2021-06-09,mild,2021
6727,Symptoms of Depressive Disorder,By State,Alaska,Alaska,2021-06-09,mild,2021
6728,Symptoms of Depressive Disorder,By State,Arizona,Arizona,2021-06-09,mild,2021
6729,Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,2021-06-09,mild,2021
6730,Symptoms of Depressive Disorder,By State,California,California,2021-06-09,mild,2021
6731,Symptoms of Depressive Disorder,By State,Colorado,Colorado,2021-06-09,mild,2021
6732,Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,2021-06-09,mild,2021
6733,Symptoms of Depressive Disorder,By State,Delaware,Delaware,2021-06-09,mild,2021
6734,Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,2021-06-09,mild,2021
6735,Symptoms of Depressive Disorder,By State,Florida,Florida,2021-06-09,mild,2021
6736,Symptoms of Depressive Disorder,By State,Georgia,Georgia,2021-06-09,mild,2021
6737,Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,2021-06-09,mild,2021
6738,Symptoms of Depressive Disorder,By State,Idaho,Idaho,2021-06-09,mild,2021
6739,Symptoms of Depressive Disorder,By State,Illinois,Illinois,2021-06-09,mild,2021
6740,Symptoms of Depressive Disorder,By State,Indiana,Indiana,2021-06-09,mild,2021
6741,Symptoms of Depressive Disorder,By State,Iowa,Iowa,2021-06-09,mild,2021
6742,Symptoms of Depressive Disorder,By State,Kansas,Kansas,2021-06-09,mild,2021
6743,Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,2021-06-09,mild,2021
6744,Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,2021-06-09,mild,2021
6745,Symptoms of Depressive Disorder,By State,Maine,Maine,2021-06-09,mild,2021
6746,Symptoms of Depressive Disorder,By State,Maryland,Maryland,2021-06-09,mild,2021
6747,Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,2021-06-09,mild,2021
6748,Symptoms of Depressive Disorder,By State,Michigan,Michigan,2021-06-09,mild,2021
6749,Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,2021-06-09,mild,2021
6750,Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,2021-06-09,mild,2021
6751,Symptoms of Depressive Disorder,By State,Missouri,Missouri,2021-06-09,mild,2021
6752,Symptoms of Depressive Disorder,By State,Montana,Montana,2021-06-09,mild,2021
6753,Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,2021-06-09,mild,2021
6754,Symptoms of Depressive Disorder,By State,Nevada,Nevada,2021-06-09,mild,2021
6755,Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,2021-06-09,mild,2021
6756,Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,2021-06-09,mild,2021
6757,Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,2021-06-09,mild,2021
6758,Symptoms of Depressive Disorder,By State,New York,New York,2021-06-09,mild,2021
6759,Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,2021-06-09,mild,2021
6760,Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,2021-06-09,mild,2021
6761,Symptoms of Depressive Disorder,By State,Ohio,Ohio,2021-06-09,mild,2021
6762,Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,2021-06-09,mild,2021
6763,Symptoms of Depressive Disorder,By State,Oregon,Oregon,2021-06-09,mild,2021
6764,Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,2021-06-09,mild,2021
6765,Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,2021-06-09,mild,2021
6766,Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,2021-06-09,mild,2021
6767,Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,2021-06-09,mild,2021
6768,Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,2021-06-09,mild,2021
6769,Symptoms of Depressive Disorder,By State,Texas,Texas,2021-06-09,mild,2021
6770,Symptoms of Depressive Disorder,By State,Utah,Utah,2021-06-09,mild,2021
6771,Symptoms of Depressive Disorder,By State,Vermont,Vermont,2021-06-09,mild,2021
6772,Symptoms of Depressive Disorder,By State,Virginia,Virginia,2021-06-09,mild,2021
6773,Symptoms of Depressive Disorder,By State,Washington,Washington,2021-06-09,mild,2021
6774,Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,2021-06-09,mild,2021
6775,Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,2021-06-09,mild,2021
6776,Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,2021-06-09,mild,2021
6777,Symptoms of Anxiety Disorder,National Estimate,United States,United States,2021-06-09,mild,2021
6778,Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,2021-06-09,mild,2021
6779,Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,2021-06-09,mild,2021
6780,Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,2021-06-09,mild,2021
6781,Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,2021-06-09,mild,2021
6782,Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,2021-06-09,mild,2021
6783,Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,2021-06-09,mild,2021
6784,Symptoms of Anxiety Disorder,By Age,United States,80 years and above,2021-06-09,mild,2021
6785,Symptoms of Anxiety Disorder,By Sex,United States,Male,2021-06-09,mild,2021
6786,Symptoms of Anxiety Disorder,By Sex,United States,Female,2021-06-09,mild,2021
6787,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2021-06-09,mild,2021
6788,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2021-06-09,mild,2021
6789,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2021-06-09,mild,2021
6790,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2021-06-09,mild,2021
6791,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2021-06-09,mild,2021
6792,Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,2021-06-09,mild,2021
6793,Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,2021-06-09,mild,2021
6794,Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,2021-06-09,mild,2021
6795,Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,2021-06-09,mild,2021
6796,Symptoms of Anxiety Disorder,By Disability status,United States,With disability,2021-06-09,mild,2021
6797,Symptoms of Anxiety Disorder,By Disability status,United States,Without disability,2021-06-09,mild,2021
6798,Symptoms of Anxiety Disorder,By State,Alabama,Alabama,2021-06-09,mild,2021
6799,Symptoms of Anxiety Disorder,By State,Alaska,Alaska,2021-06-09,mild,2021
6800,Symptoms of Anxiety Disorder,By State,Arizona,Arizona,2021-06-09,mild,2021
6801,Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,2021-06-09,mild,2021
6802,Symptoms of Anxiety Disorder,By State,California,California,2021-06-09,mild,2021
6803,Symptoms of Anxiety Disorder,By State,Colorado,Colorado,2021-06-09,mild,2021
6804,Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,2021-06-09,mild,2021
6805,Symptoms of Anxiety Disorder,By State,Delaware,Delaware,2021-06-09,mild,2021
6806,Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,2021-06-09,mild,2021
6807,Symptoms of Anxiety Disorder,By State,Florida,Florida,2021-06-09,mild,2021
6808,Symptoms of Anxiety Disorder,By State,Georgia,Georgia,2021-06-09,mild,2021
6809,Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,2021-06-09,mild,2021
6810,Symptoms of Anxiety Disorder,By State,Idaho,Idaho,2021-06-09,mild,2021
6811,Symptoms of Anxiety Disorder,By State,Illinois,Illinois,2021-06-09,mild,2021
6812,Symptoms of Anxiety Disorder,By State,Indiana,Indiana,2021-06-09,mild,2021
6813,Symptoms of Anxiety Disorder,By State,Iowa,Iowa,2021-06-09,mild,2021
6814,Symptoms of Anxiety Disorder,By State,Kansas,Kansas,2021-06-09,mild,2021
6815,Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,2021-06-09,mild,2021
6816,Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,2021-06-09,mild,2021
6817,Symptoms of Anxiety Disorder,By State,Maine,Maine,2021-06-09,mild,2021
6818,Symptoms of Anxiety Disorder,By State,Maryland,Maryland,2021-06-09,mild,2021
6819,Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,2021-06-09,mild,2021
6820,Symptoms of Anxiety Disorder,By State,Michigan,Michigan,2021-06-09,mild,2021
6821,Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,2021-06-09,mild,2021
6822,Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,2021-06-09,mild,2021
6823,Symptoms of Anxiety Disorder,By State,Missouri,Missouri,2021-06-09,mild,2021
6824,Symptoms of Anxiety Disorder,By State,Montana,Montana,2021-06-09,mild,2021
6825,Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,2021-06-09,mild,2021
6826,Symptoms of Anxiety Disorder,By State,Nevada,Nevada,2021-06-09,mild,2021
6827,Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,2021-06-09,mild,2021
6828,Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,2021-06-09,mild,2021
6829,Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,2021-06-09,mild,2021
6830,Symptoms of Anxiety Disorder,By State,New York,New York,2021-06-09,mild,2021
6831,Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,2021-06-09,mild,2021
6832,Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,2021-06-09,mild,2021
6833,Symptoms of Anxiety Disorder,By State,Ohio,Ohio,2021-06-09,mild,2021
6834,Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,2021-06-09,mild,2021
6835,Symptoms of Anxiety Disorder,By State,Oregon,Oregon,2021-06-09,mild,2021
6836,Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,2021-06-09,mild,2021
6837,Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,2021-06-09,mild,2021
6838,Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,2021-06-09,mild,2021
6839,Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,2021-06-09,mild,2021
6840,Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,2021-06-09,mild,2021
6841,Symptoms of Anxiety Disorder,By State,Texas,Texas,2021-06-09,mild,2021
6842,Symptoms of Anxiety Disorder,By State,Utah,Utah,2021-06-09,mild,2021
6843,Symptoms of Anxiety Disorder,By State,Vermont,Vermont,2021-06-09,mild,2021
6844,Symptoms of Anxiety Disorder,By State,Virginia,Virginia,2021-06-09,mild,2021
6845,Symptoms of Anxiety Disorder,By State,Washington,Washington,2021-06-09,mild,2021
6846,Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,2021-06-09,mild,2021
6847,Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,2021-06-09,mild,2021
6848,Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,2021-06-09,mild,2021
6849,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2021-06-09,mild,2021
6850,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,2021-06-09,mild,2021
6851,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,2021-06-09,mild,2021
6852,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,2021-06-09,mild,2021
6853,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,2021-06-09,mild,2021
6854,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,2021-06-09,mild,2021
6855,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,2021-06-09,mild,2021
6856,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,2021-06-09,mild,2021
6857,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,2021-06-09,mild,2021
6858,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,2021-06-09,mild,2021
6859,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2021-06-09,mild,2021
6860,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2021-06-09,mild,2021
6861,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2021-06-09,mild,2021
6862,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2021-06-09,mild,2021
6863,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2021-06-09,mild,2021
6864,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,2021-06-09,mild,2021
6865,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,2021-06-09,mild,2021
6866,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,2021-06-09,mild,2021
6867,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,2021-06-09,mild,2021
6868,Symptoms of Anxiety Disorder or Depressive Disorder,By Disability status,United States,With disability,2021-06-09,mild,2021
6869,Symptoms of Anxiety Disorder or Depressive Disorder,By Disability status,United States,Without disability,2021-06-09,mild,2021
6870,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,2021-06-09,mild,2021
6871,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,2021-06-09,mild,2021
6872,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,2021-06-09,mild,2021
6873,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,2021-06-09,mild,2021
6874,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,2021-06-09,mild,2021
6875,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,2021-06-09,mild,2021
6876,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,2021-06-09,mild,2021
6877,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,2021-06-09,mild,2021
6878,Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,2021-06-09,mild,2021
6879,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,2021-06-09,mild,2021
6880,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,2021-06-09,mild,2021
6881,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,2021-06-09,mild,2021
6882,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,2021-06-09,mild,2021
6883,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,2021-06-09,mild,2021
6884,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,2021-06-09,mild,2021
6885,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,2021-06-09,mild,2021
6886,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,2021-06-09,mild,2021
6887,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,2021-06-09,mild,2021
6888,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,2021-06-09,mild,2021
6889,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,2021-06-09,mild,2021
6890,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,2021-06-09,mild,2021
6891,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,2021-06-09,mild,2021
6892,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,2021-06-09,mild,2021
6893,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,2021-06-09,mild,2021
6894,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,2021-06-09,mild,2021
6895,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,2021-06-09,mild,2021
6896,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,2021-06-09,mild,2021
6897,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,2021-06-09,mild,2021
6898,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,2021-06-09,mild,2021
6899,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,2021-06-09,mild,2021
6900,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,2021-06-09,mild,2021
6901,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,2021-06-09,mild,2021
6902,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,2021-06-09,mild,2021
6903,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,2021-06-09,mild,2021
6904,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,2021-06-09,mild,2021
6905,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,2021-06-09,mild,2021
6906,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,2021-06-09,mild,2021
6907,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,2021-06-09,mild,2021
6908,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,2021-06-09,mild,2021
6909,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,2021-06-09,mild,2021
6910,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,2021-06-09,mild,2021
6911,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,2021-06-09,mild,2021
6912,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,2021-06-09,mild,2021
6913,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,2021-06-09,mild,2021
6914,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,2021-06-09,mild,2021
6915,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,2021-06-09,mild,2021
6916,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,2021-06-09,mild,2021
6917,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,2021-06-09,mild,2021
6918,Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,2021-06-09,mild,2021
6919,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,2021-06-09,mild,2021
6920,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,2021-06-09,mild,2021
6921,Symptoms of Depressive Disorder,National Estimate,United States,United States,2021-06-23,mild,2021
6922,Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,2021-06-23,mild,2021
6923,Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,2021-06-23,mild,2021
6924,Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,2021-06-23,mild,2021
6925,Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,2021-06-23,mild,2021
6926,Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,2021-06-23,mild,2021
6927,Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,2021-06-23,mild,2021
6928,Symptoms of Depressive Disorder,By Age,United States,80 years and above,2021-06-23,mild,2021
6929,Symptoms of Depressive Disorder,By Sex,United States,Male,2021-06-23,mild,2021
6930,Symptoms of Depressive Disorder,By Sex,United States,Female,2021-06-23,mild,2021
6931,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2021-06-23,mild,2021
6932,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2021-06-23,mild,2021
6933,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2021-06-23,mild,2021
6934,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2021-06-23,mild,2021
6935,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2021-06-23,mild,2021
6936,Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,2021-06-23,mild,2021
6937,Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,2021-06-23,mild,2021
6938,Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,2021-06-23,mild,2021
6939,Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,2021-06-23,mild,2021
6940,Symptoms of Depressive Disorder,By Disability status,United States,With disability,2021-06-23,mild,2021
6941,Symptoms of Depressive Disorder,By Disability status,United States,Without disability,2021-06-23,mild,2021
6942,Symptoms of Depressive Disorder,By State,Alabama,Alabama,2021-06-23,mild,2021
6943,Symptoms of Depressive Disorder,By State,Alaska,Alaska,2021-06-23,mild,2021
6944,Symptoms of Depressive Disorder,By State,Arizona,Arizona,2021-06-23,mild,2021
6945,Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,2021-06-23,mild,2021
6946,Symptoms of Depressive Disorder,By State,California,California,2021-06-23,mild,2021
6947,Symptoms of Depressive Disorder,By State,Colorado,Colorado,2021-06-23,mild,2021
6948,Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,2021-06-23,mild,2021
6949,Symptoms of Depressive Disorder,By State,Delaware,Delaware,2021-06-23,mild,2021
6950,Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,2021-06-23,mild,2021
6951,Symptoms of Depressive Disorder,By State,Florida,Florida,2021-06-23,mild,2021
6952,Symptoms of Depressive Disorder,By State,Georgia,Georgia,2021-06-23,mild,2021
6953,Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,2021-06-23,mild,2021
6954,Symptoms of Depressive Disorder,By State,Idaho,Idaho,2021-06-23,mild,2021
6955,Symptoms of Depressive Disorder,By State,Illinois,Illinois,2021-06-23,mild,2021
6956,Symptoms of Depressive Disorder,By State,Indiana,Indiana,2021-06-23,mild,2021
6957,Symptoms of Depressive Disorder,By State,Iowa,Iowa,2021-06-23,mild,2021
6958,Symptoms of Depressive Disorder,By State,Kansas,Kansas,2021-06-23,mild,2021
6959,Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,2021-06-23,mild,2021
6960,Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,2021-06-23,mild,2021
6961,Symptoms of Depressive Disorder,By State,Maine,Maine,2021-06-23,mild,2021
6962,Symptoms of Depressive Disorder,By State,Maryland,Maryland,2021-06-23,mild,2021
6963,Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,2021-06-23,mild,2021
6964,Symptoms of Depressive Disorder,By State,Michigan,Michigan,2021-06-23,mild,2021
6965,Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,2021-06-23,mild,2021
6966,Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,2021-06-23,mild,2021
6967,Symptoms of Depressive Disorder,By State,Missouri,Missouri,2021-06-23,mild,2021
6968,Symptoms of Depressive Disorder,By State,Montana,Montana,2021-06-23,mild,2021
6969,Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,2021-06-23,mild,2021
6970,Symptoms of Depressive Disorder,By State,Nevada,Nevada,2021-06-23,mild,2021
6971,Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,2021-06-23,mild,2021
6972,Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,2021-06-23,mild,2021
6973,Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,2021-06-23,mild,2021
6974,Symptoms of Depressive Disorder,By State,New York,New York,2021-06-23,mild,2021
6975,Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,2021-06-23,mild,2021
6976,Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,2021-06-23,mild,2021
6977,Symptoms of Depressive Disorder,By State,Ohio,Ohio,2021-06-23,mild,2021
6978,Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,2021-06-23,mild,2021
6979,Symptoms of Depressive Disorder,By State,Oregon,Oregon,2021-06-23,mild,2021
6980,Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,2021-06-23,mild,2021
6981,Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,2021-06-23,mild,2021
6982,Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,2021-06-23,mild,2021
6983,Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,2021-06-23,mild,2021
6984,Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,2021-06-23,mild,2021
6985,Symptoms of Depressive Disorder,By State,Texas,Texas,2021-06-23,mild,2021
6986,Symptoms of Depressive Disorder,By State,Utah,Utah,2021-06-23,mild,2021
6987,Symptoms of Depressive Disorder,By State,Vermont,Vermont,2021-06-23,mild,2021
6988,Symptoms of Depressive Disorder,By State,Virginia,Virginia,2021-06-23,mild,2021
6989,Symptoms of Depressive Disorder,By State,Washington,Washington,2021-06-23,mild,2021
6990,Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,2021-06-23,mild,2021
6991,Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,2021-06-23,mild,2021
6992,Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,2021-06-23,mild,2021
6993,Symptoms of Anxiety Disorder,National Estimate,United States,United States,2021-06-23,mild,2021
6994,Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,2021-06-23,mild,2021
6995,Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,2021-06-23,mild,2021
6996,Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,2021-06-23,mild,2021
